district,district_code,school,school_code,subject,gender,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Regional School District 15,2150012,Gainfield Elementary School,2150412,ELA,M,104,102,98.1,102,9,8.8,13,12.7,30,29.4,50,49.0,80,78.4,2014-15
Regional School District 15,2150012,Gainfield Elementary School,2150412,Math,F,106,104,98.1,104,13,12.5,32,30.8,34,32.7,25,24.0,59,56.7,2014-15
Regional School District 15,2150012,Gainfield Elementary School,2150412,Math,M,103,101,98.1,101,9,8.9,21,20.8,32,31.7,39,38.6,71,70.3,2014-15
Regional School District 15,2150012,Long Meadow Elementary School,2150712,ELA,F,115,115,100.0,115,8,7.0,12,10.4,33,28.7,62,53.9,95,82.6,2014-15
Regional School District 15,2150012,Long Meadow Elementary School,2150712,ELA,M,128,125,97.7,125,8,6.4,19,15.2,46,36.8,52,41.6,98,78.4,2014-15
Regional School District 15,2150012,Long Meadow Elementary School,2150712,Math,F,115,115,100.0,115,12,10.4,30,26.1,41,35.7,32,27.8,73,63.5,2014-15
Regional School District 15,2150012,Long Meadow Elementary School,2150712,Math,M,128,125,97.7,125,8,6.4,30,24.0,38,30.4,49,39.2,87,69.6,2014-15
Regional School District 15,2150012,MIJ Program,2150112,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 15,2150012,MIJ Program,2150112,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 15,2150012,MIJ Program,2150112,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 15,2150012,MIJ Program,2150112,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 15,2150012,Memorial Middle School,2155212,ELA,F,216,214,99.1,213,9,4.2,37,17.4,103,48.4,64,30.0,167,78.4,2014-15
Regional School District 15,2150012,Memorial Middle School,2155212,ELA,M,250,248,99.2,248,22,8.9,62,25.0,105,42.3,59,23.8,164,66.1,2014-15
Regional School District 15,2150012,Memorial Middle School,2155212,Math,F,216,213,98.6,213,33,15.5,80,37.6,51,23.9,49,23.0,100,46.9,2014-15
Regional School District 15,2150012,Memorial Middle School,2155212,Math,M,250,248,99.2,248,29,11.7,72,29.0,73,29.4,74,29.8,147,59.3,2014-15
Regional School District 15,2150012,Middlebury Elementary School,2150612,ELA,F,90,88,97.8,88,*,*,19,21.6,*,*,47,53.4,*,*,2014-15
Regional School District 15,2150012,Middlebury Elementary School,2150612,ELA,M,103,101,98.1,101,*,*,*,*,39,38.6,29,28.7,68,67.3,2014-15
Regional School District 15,2150012,Middlebury Elementary School,2150612,Math,F,90,90,100.0,90,13,14.4,26,28.9,29,32.2,22,24.4,51,56.7,2014-15
Regional School District 15,2150012,Middlebury Elementary School,2150612,Math,M,103,99,96.1,99,10,10.1,35,35.4,34,34.3,20,20.2,54,54.5,2014-15
Regional School District 15,2150012,Pomperaug Regional High School,2156212,ELA,F,144,139,96.5,139,*,*,*,*,57,41.0,75,54.0,132,95.0,2014-15
Regional School District 15,2150012,Pomperaug Regional High School,2156212,ELA,M,135,130,96.3,130,*,*,*,*,56,43.1,58,44.6,114,87.7,2014-15
Regional School District 15,2150012,Pomperaug Regional High School,2156212,Math,F,144,139,96.5,139,15,10.8,27,19.4,47,33.8,50,36.0,97,69.8,2014-15
Regional School District 15,2150012,Pomperaug Regional High School,2156212,Math,M,135,129,95.6,129,13,10.1,28,21.7,42,32.6,46,35.7,88,68.2,2014-15
Regional School District 15,2150012,Pomperaug School,2150512,ELA,F,116,114,98.3,113,10,8.8,7,6.2,40,35.4,56,49.6,96,85.0,2014-15
Regional School District 15,2150012,Pomperaug School,2150512,ELA,M,109,108,99.1,108,12,11.1,19,17.6,32,29.6,45,41.7,77,71.3,2014-15
Regional School District 15,2150012,Pomperaug School,2150512,Math,F,116,114,98.3,114,13,11.4,39,34.2,39,34.2,23,20.2,62,54.4,2014-15
Regional School District 15,2150012,Pomperaug School,2150512,Math,M,109,107,98.2,107,13,12.1,32,29.9,36,33.6,26,24.3,62,57.9,2014-15
Regional School District 15,2150012,Rochambeau Middle School,2155112,ELA,F,267,261,97.8,261,6,2.3,25,9.6,113,43.3,117,44.8,230,88.1,2014-15
Regional School District 15,2150012,Rochambeau Middle School,2155112,ELA,M,277,275,99.3,273,27,9.9,40,14.7,136,49.8,70,25.6,206,75.5,2014-15
Regional School District 15,2150012,Rochambeau Middle School,2155112,Math,F,267,261,97.8,261,29,11.1,74,28.4,89,34.1,69,26.4,158,60.5,2014-15
Regional School District 15,2150012,Rochambeau Middle School,2155112,Math,M,277,271,97.8,271,44,16.2,77,28.4,74,27.3,76,28.0,150,55.4,2014-15
Regional School District 16,2160012,Algonquin School,2160312,ELA,F,45,43,95.6,43,*,*,*,*,12,27.9,22,51.2,34,79.1,2014-15
Regional School District 16,2160012,Algonquin School,2160312,ELA,M,47,45,95.7,45,*,*,*,*,19,42.2,12,26.7,31,68.9,2014-15
Regional School District 16,2160012,Algonquin School,2160312,Math,F,45,34,75.6,34,*,*,*,*,10,29.4,12,35.3,22,64.7,2014-15
Regional School District 16,2160012,Algonquin School,2160312,Math,M,47,38,80.9,38,*,*,*,*,19,50.0,7,18.4,26,68.4,2014-15
Regional School District 16,2160012,Community School,2160212,ELA,F,117,116,99.1,115,16,13.9,24,20.9,40,34.8,35,30.4,75,65.2,2014-15
Regional School District 16,2160012,Community School,2160212,ELA,M,100,96,96.0,96,24,25.0,16,16.7,35,36.5,21,21.9,56,58.3,2014-15
Regional School District 16,2160012,Community School,2160212,Math,F,117,114,97.4,113,13,11.5,51,45.1,32,28.3,17,15.0,49,43.4,2014-15
Regional School District 16,2160012,Community School,2160212,Math,M,100,96,96.0,96,18,18.8,32,33.3,27,28.1,19,19.8,46,47.9,2014-15
Regional School District 16,2160012,Laurel Ledge School,2160112,ELA,F,87,85,97.7,85,14,16.5,18,21.2,28,32.9,25,29.4,53,62.4,2014-15
Regional School District 16,2160012,Laurel Ledge School,2160112,ELA,M,122,119,97.5,119,20,16.8,27,22.7,46,38.7,26,21.8,72,60.5,2014-15
Regional School District 16,2160012,Laurel Ledge School,2160112,Math,F,87,85,97.7,85,15,17.6,32,37.6,24,28.2,14,16.5,38,44.7,2014-15
Regional School District 16,2160012,Laurel Ledge School,2160112,Math,M,122,119,97.5,119,17,14.3,25,21.0,46,38.7,31,26.1,77,64.7,2014-15
Regional School District 16,2160012,Long River Middle School,2165112,ELA,F,269,254,94.4,254,25,9.8,59,23.2,120,47.2,50,19.7,170,66.9,2014-15
Regional School District 16,2160012,Long River Middle School,2165112,ELA,M,286,279,97.6,279,67,24.0,90,32.3,94,33.7,28,10.0,122,43.7,2014-15
Regional School District 16,2160012,Long River Middle School,2165112,Math,F,269,254,94.4,254,57,22.4,97,38.2,72,28.3,28,11.0,100,39.4,2014-15
Regional School District 16,2160012,Long River Middle School,2165112,Math,M,286,278,97.2,278,78,28.1,89,32.0,68,24.5,43,15.5,111,39.9,2014-15
Regional School District 16,2160012,WRHS Alternative Education Program,2160412,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 16,2160012,WRHS Alternative Education Program,2160412,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 16,2160012,WRHS Alternative Education Program,2160412,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 16,2160012,WRHS Alternative Education Program,2160412,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 16,2160012,Woodland Regional High School,2166012,ELA,F,87,85,97.7,85,*,*,28,32.9,37,43.5,*,*,*,*,2014-15
Regional School District 16,2160012,Woodland Regional High School,2166012,ELA,M,91,89,97.8,89,*,*,30,33.7,21,23.6,*,*,*,*,2014-15
Regional School District 16,2160012,Woodland Regional High School,2166012,Math,F,87,84,96.6,84,35,41.7,*,*,28,33.3,*,*,*,*,2014-15
Regional School District 16,2160012,Woodland Regional High School,2166012,Math,M,91,87,95.6,87,52,59.8,*,*,14,16.1,*,*,*,*,2014-15
Regional School District 17,2170012,Burr District Elementary School,2170212,ELA,F,48,48,100.0,48,*,*,*,*,14,29.2,25,52.1,39,81.3,2014-15
Regional School District 17,2170012,Burr District Elementary School,2170212,ELA,M,59,59,100.0,59,*,*,*,*,15,25.4,21,35.6,36,61.0,2014-15
Regional School District 17,2170012,Burr District Elementary School,2170212,Math,F,48,48,100.0,48,*,*,*,*,20,41.7,14,29.2,34,70.8,2014-15
Regional School District 17,2170012,Burr District Elementary School,2170212,Math,M,59,59,100.0,59,*,*,19,32.2,18,30.5,*,*,*,*,2014-15
Regional School District 17,2170012,Haddam Elementary School,2170112,ELA,F,59,59,100.0,59,*,*,*,*,20,33.9,21,35.6,41,69.5,2014-15
Regional School District 17,2170012,Haddam Elementary School,2170112,ELA,M,61,60,98.4,60,*,*,18,30.0,*,*,22,36.7,*,*,2014-15
Regional School District 17,2170012,Haddam Elementary School,2170112,Math,F,59,59,100.0,59,*,*,24,40.7,20,33.9,*,*,*,*,2014-15
Regional School District 17,2170012,Haddam Elementary School,2170112,Math,M,61,60,98.4,60,*,*,22,36.7,21,35.0,*,*,*,*,2014-15
Regional School District 17,2170012,Haddam-Killingworth High School,2176112,ELA,F,76,74,97.4,74,*,*,*,*,28,37.8,31,41.9,59,79.7,2014-15
Regional School District 17,2170012,Haddam-Killingworth High School,2176112,ELA,M,64,63,98.4,63,*,*,*,*,32,50.8,15,23.8,47,74.6,2014-15
Regional School District 17,2170012,Haddam-Killingworth High School,2176112,Math,F,76,74,97.4,74,23,31.1,14,18.9,24,32.4,13,17.6,37,50.0,2014-15
Regional School District 17,2170012,Haddam-Killingworth High School,2176112,Math,M,64,64,100.0,64,16,25.0,13,20.3,18,28.1,17,26.6,35,54.7,2014-15
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,ELA,F,347,345,99.4,345,14,4.1,47,13.6,153,44.3,131,38.0,284,82.3,2014-15
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,ELA,M,409,407,99.5,407,44,10.8,93,22.9,163,40.0,107,26.3,270,66.3,2014-15
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,Math,F,347,345,99.4,345,70,20.3,106,30.7,87,25.2,82,23.8,169,49.0,2014-15
Regional School District 17,2170012,Haddam-Killingworth Middle School,2175112,Math,M,409,407,99.5,407,89,21.9,125,30.7,77,18.9,116,28.5,193,47.4,2014-15
Regional School District 17,2170012,Killingworth Elementary School,2170312,ELA,F,60,60,100.0,60,*,*,*,*,22,36.7,28,46.7,50,83.3,2014-15
Regional School District 17,2170012,Killingworth Elementary School,2170312,ELA,M,62,60,96.8,60,*,*,*,*,20,33.3,19,31.7,39,65.0,2014-15
Regional School District 17,2170012,Killingworth Elementary School,2170312,Math,F,60,60,100.0,60,*,*,*,*,22,36.7,18,30.0,40,66.7,2014-15
Regional School District 17,2170012,Killingworth Elementary School,2170312,Math,M,62,60,96.8,60,*,*,*,*,21,35.0,18,30.0,39,65.0,2014-15
Regional School District 18,2180012,Center School,2180312,ELA,F,38,38,100.0,38,*,*,*,*,14,36.8,19,50.0,33,86.8,2014-15
Regional School District 18,2180012,Center School,2180312,ELA,M,41,40,97.6,40,*,*,*,*,21,52.5,12,30.0,33,82.5,2014-15
Regional School District 18,2180012,Center School,2180312,Math,F,38,38,100.0,38,*,*,*,*,13,34.2,18,47.4,31,81.6,2014-15
Regional School District 18,2180012,Center School,2180312,Math,M,41,40,97.6,40,*,*,*,*,14,35.0,18,45.0,32,80.0,2014-15
Regional School District 18,2180012,Lyme Consolidated School,2180112,ELA,F,56,56,100.0,56,*,*,*,*,17,30.4,29,51.8,46,82.1,2014-15
Regional School District 18,2180012,Lyme Consolidated School,2180112,ELA,M,58,58,100.0,58,*,*,*,*,20,34.5,28,48.3,48,82.8,2014-15
Regional School District 18,2180012,Lyme Consolidated School,2180112,Math,F,56,56,100.0,56,6,10.7,11,19.6,20,35.7,19,33.9,39,69.6,2014-15
Regional School District 18,2180012,Lyme Consolidated School,2180112,Math,M,59,58,98.3,58,0,0.0,8,13.8,16,27.6,34,58.6,50,86.2,2014-15
Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,ELA,F,41,39,95.1,39,*,*,*,*,16,41.0,18,46.2,34,87.2,2014-15
Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,ELA,M,63,57,90.5,57,*,*,*,*,15,26.3,12,21.1,27,47.4,2014-15
Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,Math,F,41,40,97.6,40,*,*,*,*,15,37.5,10,25.0,25,62.5,2014-15
Regional School District 18,2180012,Lyme-Old Lyme High School,2186112,Math,M,63,53,84.1,53,*,*,*,*,12,22.6,9,17.0,21,39.6,2014-15
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,ELA,F,183,178,97.3,176,*,*,*,*,77,43.8,67,38.1,144,81.8,2014-15
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,ELA,M,168,167,99.4,167,*,*,39,23.4,79,47.3,*,*,*,*,2014-15
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,Math,F,182,175,96.2,175,13,7.4,52,29.7,49,28.0,61,34.9,110,62.9,2014-15
Regional School District 18,2180012,Lyme-Old Lyme Middle School,2185112,Math,M,168,167,99.4,166,19,11.4,53,31.9,48,28.9,46,27.7,94,56.6,2014-15
Regional School District 18,2180012,Mile Creek School,2180212,ELA,F,51,51,100.0,51,0,0.0,*,*,*,*,41,80.4,*,*,2014-15
Regional School District 18,2180012,Mile Creek School,2180212,ELA,M,53,51,96.2,51,*,*,*,*,*,*,35,68.6,*,*,2014-15
Regional School District 18,2180012,Mile Creek School,2180212,Math,F,51,51,100.0,51,0,0.0,*,*,*,*,27,52.9,*,*,2014-15
Regional School District 18,2180012,Mile Creek School,2180212,Math,M,53,50,94.3,50,*,*,*,*,15,30.0,32,64.0,47,94.0,2014-15
Regional School District 19,2190012,E. O. Smith High School,2196112,ELA,F,142,15,10.6,15,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E. O. Smith High School,2196112,ELA,M,115,23,20.0,23,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E. O. Smith High School,2196112,Math,F,142,16,11.3,16,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E. O. Smith High School,2196112,Math,M,115,22,19.1,22,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E.O. Smith High School at the Depot Campus,2190112,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E.O. Smith High School at the Depot Campus,2190112,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E.O. Smith High School at the Depot Campus,2190112,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,E.O. Smith High School at the Depot Campus,2190112,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,PM Panthers,2190212,ELA,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,PM Panthers,2190212,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,PM Panthers,2190212,Math,F,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Regional School District 19,2190012,PM Panthers,2190212,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Ridgefield School District,1180011,Alternative High School,1188011,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Ridgefield School District,1180011,Alternative High School,1188011,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,ELA,F,86,77,89.5,77,*,*,*,*,18,23.4,47,61.0,65,84.4,2014-15
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,ELA,M,86,77,89.5,77,*,*,*,*,21,27.3,38,49.4,59,76.6,2014-15
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,Math,F,86,77,89.5,77,*,*,21,27.3,32,41.6,*,*,*,*,2014-15
Ridgefield School District,1180011,Barlow Mountain Elementary School,1180811,Math,M,86,76,88.4,76,*,*,*,*,24,31.6,25,32.9,49,64.5,2014-15
Ridgefield School District,1180011,Branchville Elementary School,1180611,ELA,F,110,108,98.2,108,*,*,*,*,23,21.3,71,65.7,94,87.0,2014-15
Ridgefield School District,1180011,Branchville Elementary School,1180611,ELA,M,113,113,100.0,113,*,*,*,*,29,25.7,66,58.4,95,84.1,2014-15
Ridgefield School District,1180011,Branchville Elementary School,1180611,Math,F,110,108,98.2,108,6,5.6,31,28.7,41,38.0,30,27.8,71,65.7,2014-15
Ridgefield School District,1180011,Branchville Elementary School,1180611,Math,M,113,113,100.0,113,8,7.1,23,20.4,39,34.5,43,38.1,82,72.6,2014-15
Ridgefield School District,1180011,East Ridge Middle School,1185111,ELA,F,373,369,98.9,369,9,2.4,37,10.0,141,38.2,182,49.3,323,87.5,2014-15
Ridgefield School District,1180011,East Ridge Middle School,1185111,ELA,M,392,389,99.2,388,24,6.2,58,14.9,162,41.8,144,37.1,306,78.9,2014-15
Ridgefield School District,1180011,East Ridge Middle School,1185111,Math,F,373,368,98.7,368,35,9.5,99,26.9,105,28.5,129,35.1,234,63.6,2014-15
Ridgefield School District,1180011,East Ridge Middle School,1185111,Math,M,392,389,99.2,389,49,12.6,81,20.8,93,23.9,166,42.7,259,66.6,2014-15
Ridgefield School District,1180011,Farmingville Elementary School,1180411,ELA,F,91,91,100.0,91,*,*,*,*,23,25.3,62,68.1,85,93.4,2014-15
Ridgefield School District,1180011,Farmingville Elementary School,1180411,ELA,M,98,95,96.9,95,*,*,*,*,32,33.7,47,49.5,79,83.2,2014-15
Ridgefield School District,1180011,Farmingville Elementary School,1180411,Math,F,91,91,100.0,91,7,7.7,26,28.6,40,44.0,18,19.8,58,63.7,2014-15
Ridgefield School District,1180011,Farmingville Elementary School,1180411,Math,M,98,95,96.9,95,6,6.3,29,30.5,29,30.5,31,32.6,60,63.2,2014-15
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,ELA,F,90,87,96.7,87,*,*,*,*,22,25.3,56,64.4,78,89.7,2014-15
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,ELA,M,99,94,94.9,94,*,*,*,*,26,27.7,49,52.1,75,79.8,2014-15
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,Math,F,90,87,96.7,87,*,*,28,32.2,32,36.8,*,*,*,*,2014-15
Ridgefield School District,1180011,Ridgebury Elementary School,1180311,Math,M,99,95,96.0,95,*,*,*,*,32,33.7,34,35.8,66,69.5,2014-15
Ridgefield School District,1180011,Ridgefield High School,1186111,ELA,F,212,112,52.8,112,0,0.0,14,12.5,26,23.2,72,64.3,98,87.5,2014-15
Ridgefield School District,1180011,Ridgefield High School,1186111,ELA,M,215,102,47.4,102,7,6.9,11,10.8,29,28.4,55,53.9,84,82.4,2014-15
Ridgefield School District,1180011,Ridgefield High School,1186111,Math,F,212,92,43.4,92,*,*,*,*,31,33.7,38,41.3,69,75.0,2014-15
Ridgefield School District,1180011,Ridgefield High School,1186111,Math,M,215,82,38.1,82,*,*,*,*,20,24.4,35,42.7,55,67.1,2014-15
Ridgefield School District,1180011,Scotland Elementary School,1180511,ELA,F,89,86,96.6,86,*,*,*,*,15,17.4,61,70.9,76,88.4,2014-15
Ridgefield School District,1180011,Scotland Elementary School,1180511,ELA,M,96,95,99.0,95,*,*,*,*,29,30.5,43,45.3,72,75.8,2014-15
Ridgefield School District,1180011,Scotland Elementary School,1180511,Math,F,89,86,96.6,86,*,*,16,18.6,37,43.0,27,31.4,64,74.4,2014-15
Ridgefield School District,1180011,Scotland Elementary School,1180511,Math,M,96,96,100.0,96,11,11.5,20,20.8,34,35.4,31,32.3,65,67.7,2014-15
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,ELA,F,238,233,97.9,233,10,4.3,32,13.7,104,44.6,87,37.3,191,82.0,2014-15
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,ELA,M,259,246,95.0,246,22,8.9,51,20.7,107,43.5,66,26.8,173,70.3,2014-15
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,Math,F,238,233,97.9,233,25,10.7,55,23.6,87,37.3,66,28.3,153,65.7,2014-15
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,Math,M,259,248,95.8,248,28,11.3,60,24.2,79,31.9,81,32.7,160,64.5,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,ELA,F,98,97,99.0,97,*,*,*,*,24,24.7,57,58.8,81,83.5,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,ELA,M,89,88,98.9,87,*,*,*,*,35,40.2,29,33.3,64,73.6,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,Math,F,98,98,100.0,98,15,15.3,25,25.5,36,36.7,22,22.4,58,59.2,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,Math,M,89,87,97.8,87,11,12.6,17,19.5,32,36.8,27,31.0,59,67.8,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,ELA,F,318,318,100.0,318,14,4.4,46,14.5,154,48.4,104,32.7,258,81.1,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,ELA,M,303,303,100.0,303,45,14.9,60,19.8,125,41.3,73,24.1,198,65.3,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,Math,F,318,318,100.0,318,53,16.7,105,33.0,81,25.5,79,24.8,160,50.3,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,Math,M,303,303,100.0,303,71,23.4,90,29.7,79,26.1,63,20.8,142,46.9,2014-15
Rocky Hill School District,1190011,Alternative Learning Program,1190111,ELA,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Alternative Learning Program,1190111,Math,M,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,ELA,F,99,99,100.0,99,7,7.1,11,11.1,30,30.3,51,51.5,81,81.8,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,ELA,M,121,119,98.3,119,21,17.6,17,14.3,38,31.9,43,36.1,81,68.1,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,Math,F,99,99,100.0,99,19,19.2,21,21.2,35,35.4,24,24.2,59,59.6,2014-15
