district,district_code,school,school_code,subject,special_education,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,Math,N,436,422,96.8,422,*,*,97,23.0,156,37.0,*,*,*,*,2014-15
Ridgefield School District,1180011,Scotts Ridge Middle School,1185211,Math,Y,61,59,96.7,59,28,47.5,18,30.5,*,*,*,*,13,22.0,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,ELA,N,175,173,98.9,173,*,*,*,*,*,*,*,*,*,*,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,ELA,Y,12,12,*,11,*,*,*,*,*,*,*,*,*,*,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,Math,N,175,174,99.4,174,*,*,*,*,*,*,*,*,*,*,2014-15
Ridgefield School District,1180011,Veterans Park Elementary School,1180211,Math,Y,12,11,*,11,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,ELA,N,561,561,100.0,561,*,*,91,16.2,272,48.5,*,*,*,*,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,ELA,Y,60,60,100.0,60,37,61.7,15,25.0,*,*,*,*,8,13.3,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,Math,N,561,561,100.0,561,75,13.4,188,33.5,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Albert D. Griswold Middle School,1195111,Math,Y,60,60,100.0,60,49,81.7,7,11.7,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Alternative Learning Program,1190111,ELA,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Alternative Learning Program,1190111,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Alternative Learning Program,1190111,Math,N,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Alternative Learning Program,1190111,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,ELA,N,197,195,99.0,195,16,8.2,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,ELA,Y,23,23,100.0,23,12,52.2,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,Math,N,198,198,100.0,198,*,*,56,28.3,*,*,51,25.8,*,*,2014-15
Rocky Hill School District,1190011,Myrtle H. Stevens School,1190411,Math,Y,23,23,100.0,23,13,56.5,*,*,*,*,0,0.0,*,*,2014-15
Rocky Hill School District,1190011,Pathways,1190311,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Pathways,1190311,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Rocky Hill High School,1196111,ELA,N,154,59,38.3,58,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Rocky Hill High School,1196111,ELA,Y,12,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Rocky Hill High School,1196111,Math,N,154,54,35.1,54,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,Rocky Hill High School,1196111,Math,Y,12,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,West Hill School,1190511,ELA,N,286,282,98.6,282,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,West Hill School,1190511,ELA,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,West Hill School,1190511,Math,N,286,286,100.0,286,*,*,*,*,*,*,*,*,*,*,2014-15
Rocky Hill School District,1190011,West Hill School,1190511,Math,Y,14,14,*,14,*,*,*,*,*,*,*,*,*,*,2014-15
Salem School District,1210011,Salem Elementary School,1210111,ELA,N,232,232,100.0,232,*,*,33,14.2,94,40.5,*,*,*,*,2014-15
Salem School District,1210011,Salem Elementary School,1210111,ELA,Y,32,32,100.0,32,12,37.5,10,31.3,*,*,*,*,10,31.3,2014-15
Salem School District,1210011,Salem Elementary School,1210111,Math,N,232,232,100.0,232,12,5.2,37,15.9,*,*,*,*,183,78.9,2014-15
Salem School District,1210011,Salem Elementary School,1210111,Math,Y,32,32,100.0,32,13,40.6,12,37.5,*,*,*,*,7,21.9,2014-15
Salisbury School District,1220011,SELC,1220211,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Salisbury School District,1220011,SELC,1220211,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Salisbury School District,1220011,Salisbury Central School,1220111,ELA,N,147,144,98.0,144,*,*,*,*,*,*,*,*,*,*,2014-15
Salisbury School District,1220011,Salisbury Central School,1220111,ELA,Y,13,13,*,13,*,*,*,*,*,*,*,*,*,*,2014-15
Salisbury School District,1220011,Salisbury Central School,1220111,Math,N,147,145,98.6,145,*,*,*,*,*,*,*,*,*,*,2014-15
Salisbury School District,1220011,Salisbury Central School,1220111,Math,Y,13,13,*,13,*,*,*,*,*,*,*,*,*,*,2014-15
Scotland School District,1230011,Scotland Elementary School,1230111,ELA,N,56,56,100.0,56,*,*,*,*,*,*,*,*,*,*,2014-15
Scotland School District,1230011,Scotland Elementary School,1230111,ELA,Y,12,12,*,12,*,*,*,*,*,*,*,*,*,*,2014-15
Scotland School District,1230011,Scotland Elementary School,1230111,Math,N,56,56,100.0,56,*,*,*,*,*,*,*,*,*,*,2014-15
Scotland School District,1230011,Scotland Elementary School,1230111,Math,Y,12,11,*,11,*,*,*,*,*,*,*,*,*,*,2014-15
Seymour School District,1240011,Bungay School,1240111,ELA,N,223,220,98.7,220,35,15.9,*,*,*,*,74,33.6,*,*,2014-15
Seymour School District,1240011,Bungay School,1240111,ELA,Y,31,31,100.0,31,25,80.6,*,*,*,*,0,0.0,*,*,2014-15
Seymour School District,1240011,Bungay School,1240111,Math,N,223,220,98.7,220,35,15.9,70,31.8,62,28.2,53,24.1,115,52.3,2014-15
Seymour School District,1240011,Bungay School,1240111,Math,Y,31,31,100.0,31,25,80.6,6,19.4,0,0.0,0,0.0,0,0.0,2014-15
Seymour School District,1240011,Chatfield-LoPresti School,1240211,ELA,N,226,225,99.6,225,32,14.2,57,25.3,72,32.0,64,28.4,136,60.4,2014-15
Seymour School District,1240011,Chatfield-LoPresti School,1240211,ELA,Y,23,23,100.0,23,17,73.9,6,26.1,0,0.0,0,0.0,0,0.0,2014-15
Seymour School District,1240011,Chatfield-LoPresti School,1240211,Math,N,226,225,99.6,224,36,16.1,*,*,*,*,45,20.1,*,*,2014-15
Seymour School District,1240011,Chatfield-LoPresti School,1240211,Math,Y,23,23,100.0,23,20,87.0,*,*,*,*,0,0.0,*,*,2014-15
Seymour School District,1240011,Seymour High School,1246111,ELA,N,154,152,98.7,152,*,*,*,*,*,*,*,*,*,*,2014-15
Seymour School District,1240011,Seymour High School,1246111,ELA,Y,10,8,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Seymour School District,1240011,Seymour High School,1246111,Math,N,154,152,98.7,152,*,*,*,*,*,*,*,*,*,*,2014-15
Seymour School District,1240011,Seymour High School,1246111,Math,Y,10,9,*,8,*,*,*,*,*,*,*,*,*,*,2014-15
Seymour School District,1240011,Seymour Middle School,1245111,ELA,N,516,506,98.1,506,36,7.1,121,23.9,*,*,*,*,349,69.0,2014-15
Seymour School District,1240011,Seymour Middle School,1245111,ELA,Y,74,74,100.0,74,50,67.6,17,23.0,*,*,*,*,7,9.5,2014-15
Seymour School District,1240011,Seymour Middle School,1245111,Math,N,516,503,97.5,503,*,*,157,31.2,127,25.2,*,*,*,*,2014-15
Seymour School District,1240011,Seymour Middle School,1245111,Math,Y,74,74,100.0,74,59,79.7,*,*,0,0.0,*,*,*,*,2014-15
Sharon School District,1250011,Sharon Center School,1250111,ELA,N,86,68,79.1,68,*,*,*,*,*,*,*,*,*,*,2014-15
Sharon School District,1250011,Sharon Center School,1250111,ELA,Y,19,15,*,15,*,*,*,*,*,*,*,*,*,*,2014-15
Sharon School District,1250011,Sharon Center School,1250111,Math,N,86,68,79.1,68,*,*,*,*,*,*,*,*,*,*,2014-15
Sharon School District,1250011,Sharon Center School,1250111,Math,Y,19,15,*,15,*,*,*,*,*,*,*,*,*,*,2014-15
Sharon School District,1250011,TOTAL,1250211,ELA,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Sharon School District,1250011,TOTAL,1250211,Math,Y,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Mohegan School,1260911,ELA,N,98,98,100.0,98,*,*,7,7.1,27,27.6,*,*,*,*,2014-15
Shelton School District,1260011,Mohegan School,1260911,ELA,Y,33,33,100.0,33,*,*,11,33.3,9,27.3,*,*,*,*,2014-15
Shelton School District,1260011,Mohegan School,1260911,Math,N,98,98,100.0,98,0,0.0,22,22.4,*,*,*,*,76,77.6,2014-15
Shelton School District,1260011,Mohegan School,1260911,Math,Y,33,33,100.0,33,15,45.5,12,36.4,*,*,*,*,6,18.2,2014-15
Shelton School District,1260011,Booth Hill School,1261011,ELA,N,117,116,99.1,116,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Booth Hill School,1261011,ELA,Y,17,17,*,17,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Booth Hill School,1261011,Math,N,117,116,99.1,116,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Booth Hill School,1261011,Math,Y,17,17,*,17,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Elizabeth Shelton School,1260511,ELA,N,169,165,97.6,165,17,10.3,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Elizabeth Shelton School,1260511,ELA,Y,22,22,100.0,22,12,54.5,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Elizabeth Shelton School,1260511,Math,N,168,165,98.2,165,12,7.3,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Elizabeth Shelton School,1260511,Math,Y,22,22,100.0,22,12,54.5,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Intermediate School,1265111,ELA,N,755,745,98.7,745,*,*,129,17.3,363,48.7,*,*,*,*,2014-15
Shelton School District,1260011,Intermediate School,1265111,ELA,Y,118,117,99.2,117,54,46.2,36,30.8,*,*,*,*,27,23.1,2014-15
Shelton School District,1260011,Intermediate School,1265111,Math,N,755,745,98.7,745,*,*,240,32.2,220,29.5,*,*,*,*,2014-15
Shelton School District,1260011,Intermediate School,1265111,Math,Y,118,117,99.2,117,78,66.7,25,21.4,*,*,*,*,14,12.0,2014-15
Shelton School District,1260011,Long Hill School,1260811,ELA,N,129,128,99.2,128,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Long Hill School,1260811,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Long Hill School,1260811,Math,N,129,128,99.2,128,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Long Hill School,1260811,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Perry Hill Elementary School,1261111,ELA,N,662,657,99.2,657,*,*,105,16.0,277,42.2,*,*,*,*,2014-15
Shelton School District,1260011,Perry Hill Elementary School,1261111,ELA,Y,92,91,98.9,91,43,47.3,33,36.3,*,*,*,*,15,16.5,2014-15
Shelton School District,1260011,Perry Hill Elementary School,1261111,Math,N,662,659,99.5,659,*,*,238,36.1,182,27.6,*,*,*,*,2014-15
Shelton School District,1260011,Perry Hill Elementary School,1261111,Math,Y,92,91,98.9,91,62,68.1,20,22.0,*,*,*,*,9,9.9,2014-15
Shelton School District,1260011,Shelton High School,1266111,ELA,N,375,368,98.1,367,65,17.7,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Shelton High School,1266111,ELA,Y,23,21,91.3,21,16,76.2,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Shelton High School,1266111,Math,N,374,367,98.1,367,106,28.9,*,*,93,25.3,*,*,*,*,2014-15
Shelton School District,1260011,Shelton High School,1266111,Math,Y,22,21,95.5,20,14,70.0,*,*,0,0.0,*,*,*,*,2014-15
Shelton School District,1260011,Sunnyside School,1260611,ELA,N,87,87,100.0,87,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Sunnyside School,1260611,ELA,Y,20,18,90.0,18,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Sunnyside School,1260611,Math,N,87,87,100.0,87,*,*,*,*,*,*,*,*,*,*,2014-15
Shelton School District,1260011,Sunnyside School,1260611,Math,Y,20,19,95.0,19,*,*,*,*,*,*,*,*,*,*,2014-15
Sherman School District,1270011,Sherman School,1270111,ELA,N,186,99,53.2,98,*,*,*,*,*,*,*,*,*,*,2014-15
Sherman School District,1270011,Sherman School,1270111,ELA,Y,38,20,52.6,19,*,*,*,*,*,*,*,*,*,*,2014-15
Sherman School District,1270011,Sherman School,1270111,Math,N,186,101,54.3,99,*,*,*,*,*,*,*,*,*,*,2014-15
Sherman School District,1270011,Sherman School,1270111,Math,Y,38,19,50.0,18,*,*,*,*,*,*,*,*,*,*,2014-15
Side By Side Charter School District,2700013,Side By Side Charter School,2700113,ELA,N,118,118,100.0,118,*,*,*,*,*,*,*,*,*,*,2014-15
Side By Side Charter School District,2700013,Side By Side Charter School,2700113,ELA,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2014-15
Side By Side Charter School District,2700013,Side By Side Charter School,2700113,Math,N,118,118,100.0,118,*,*,*,*,*,*,*,*,*,*,2014-15
Side By Side Charter School District,2700013,Side By Side Charter School,2700113,Math,Y,11,11,*,11,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Central School,1280111,ELA,N,191,190,99.5,190,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Central School,1280111,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Central School,1280111,Math,N,189,188,99.5,188,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Central School,1280111,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Henry James Memorial School,1285111,ELA,N,640,635,99.2,635,*,*,96,15.1,284,44.7,*,*,*,*,2014-15
Simsbury School District,1280011,Henry James Memorial School,1285111,ELA,Y,92,90,97.8,90,38,42.2,35,38.9,*,*,*,*,17,18.9,2014-15
Simsbury School District,1280011,Henry James Memorial School,1285111,Math,N,640,637,99.5,637,61,9.6,140,22.0,196,30.8,240,37.7,436,68.4,2014-15
Simsbury School District,1280011,Henry James Memorial School,1285111,Math,Y,92,90,97.8,90,51,56.7,24,26.7,8,8.9,7,7.8,15,16.7,2014-15
Simsbury School District,1280011,Latimer Lane School,1280611,ELA,N,229,226,98.7,226,9,4.0,21,9.3,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Latimer Lane School,1280611,ELA,Y,22,22,100.0,21,8,38.1,8,38.1,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Latimer Lane School,1280611,Math,N,229,228,99.6,227,22,9.7,*,*,*,*,72,31.7,*,*,2014-15
Simsbury School District,1280011,Latimer Lane School,1280611,Math,Y,22,20,90.9,20,16,80.0,*,*,*,*,0,0.0,*,*,2014-15
Simsbury School District,1280011,Simsbury High School,1286111,ELA,N,331,318,96.1,318,*,*,25,7.9,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Simsbury High School,1286111,ELA,Y,26,22,84.6,22,*,*,9,40.9,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Simsbury High School,1286111,Math,N,331,318,96.1,318,27,8.5,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Simsbury High School,1286111,Math,Y,26,22,84.6,22,13,59.1,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Squadron Line School,1280711,ELA,N,336,336,100.0,336,12,3.6,39,11.6,112,33.3,173,51.5,285,84.8,2014-15
Simsbury School District,1280011,Squadron Line School,1280711,ELA,Y,44,41,93.2,41,14,34.1,10,24.4,11,26.8,6,14.6,17,41.5,2014-15
Simsbury School District,1280011,Squadron Line School,1280711,Math,N,335,335,100.0,334,*,*,89,26.6,*,*,118,35.3,*,*,2014-15
Simsbury School District,1280011,Squadron Line School,1280711,Math,Y,44,41,93.2,41,18,43.9,13,31.7,*,*,*,*,10,24.4,2014-15
Simsbury School District,1280011,Tariffville School,1280311,ELA,N,153,152,99.3,152,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Tariffville School,1280311,ELA,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Tariffville School,1280311,Math,N,153,152,99.3,152,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Tariffville School,1280311,Math,Y,18,18,*,18,*,*,*,*,*,*,*,*,*,*,2014-15
Simsbury School District,1280011,Tootin' Hills School,1280411,ELA,N,202,201,99.5,201,*,*,*,*,48,23.9,*,*,*,*,2014-15
Simsbury School District,1280011,Tootin' Hills School,1280411,ELA,Y,28,28,100.0,28,*,*,*,*,13,46.4,*,*,*,*,2014-15
Simsbury School District,1280011,Tootin' Hills School,1280411,Math,N,202,202,100.0,202,16,7.9,41,20.3,*,*,*,*,145,71.8,2014-15
Simsbury School District,1280011,Tootin' Hills School,1280411,Math,Y,28,28,100.0,28,10,35.7,11,39.3,*,*,*,*,7,25.0,2014-15
Somers School District,1290011,Mabelle B. Avery Middle School,1295111,ELA,N,328,325,99.1,325,*,*,67,20.6,141,43.4,*,*,*,*,2014-15
Somers School District,1290011,Mabelle B. Avery Middle School,1295111,ELA,Y,44,44,100.0,44,21,47.7,14,31.8,*,*,*,*,9,20.5,2014-15
Somers School District,1290011,Mabelle B. Avery Middle School,1295111,Math,N,328,326,99.4,326,*,*,117,35.9,*,*,73,22.4,*,*,2014-15
Somers School District,1290011,Mabelle B. Avery Middle School,1295111,Math,Y,44,44,100.0,44,26,59.1,*,*,*,*,0,0.0,*,*,2014-15
Somers School District,1290011,Somers Elementary School,1290411,ELA,N,308,307,99.7,306,20,6.5,55,18.0,*,*,*,*,231,75.5,2014-15
Somers School District,1290011,Somers Elementary School,1290411,ELA,Y,34,33,97.1,33,19,57.6,8,24.2,*,*,*,*,6,18.2,2014-15
Somers School District,1290011,Somers Elementary School,1290411,Math,N,308,307,99.7,306,42,13.7,88,28.8,*,*,*,*,*,*,2014-15
Somers School District,1290011,Somers Elementary School,1290411,Math,Y,34,33,97.1,33,20,60.6,8,24.2,*,*,*,*,*,*,2014-15
Somers School District,1290011,Somers High School,1296111,ELA,N,109,108,99.1,108,*,*,*,*,*,*,*,*,*,*,2014-15
Somers School District,1290011,Somers High School,1296111,ELA,Y,9,9,*,9,*,*,*,*,*,*,*,*,*,*,2014-15
Somers School District,1290011,Somers High School,1296111,Math,N,107,106,99.1,106,*,*,*,*,*,*,*,*,*,*,2014-15
Somers School District,1290011,Somers High School,1296111,Math,Y,9,9,*,9,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Pleasant Valley School,1320211,ELA,N,158,155,98.1,155,9,5.8,31,20.0,41,26.5,74,47.7,115,74.2,2014-15
South Windsor School District,1320011,Pleasant Valley School,1320211,ELA,Y,25,25,100.0,25,10,40.0,9,36.0,6,24.0,0,0.0,6,24.0,2014-15
South Windsor School District,1320011,Pleasant Valley School,1320211,Math,N,158,155,98.1,155,8,5.2,40,25.8,44,28.4,*,*,*,*,2014-15
South Windsor School District,1320011,Pleasant Valley School,1320211,Math,Y,25,25,100.0,25,10,40.0,8,32.0,6,24.0,*,*,*,*,2014-15
South Windsor School District,1320011,Eli Terry School,1320711,ELA,N,156,156,100.0,156,*,*,*,*,50,32.1,74,47.4,124,79.5,2014-15
South Windsor School District,1320011,Eli Terry School,1320711,ELA,Y,25,25,100.0,25,14,56.0,*,*,*,*,0,0.0,*,*,2014-15
South Windsor School District,1320011,Eli Terry School,1320711,Math,N,156,155,99.4,155,8,5.2,27,17.4,*,*,*,*,120,77.4,2014-15
South Windsor School District,1320011,Eli Terry School,1320711,Math,Y,25,25,100.0,25,12,48.0,7,28.0,*,*,*,*,6,24.0,2014-15
South Windsor School District,1320011,Orchard Hill School,1320611,ELA,N,177,171,96.6,171,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Orchard Hill School,1320611,ELA,Y,21,21,100.0,21,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Orchard Hill School,1320611,Math,N,177,174,98.3,173,8,4.6,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Orchard Hill School,1320611,Math,Y,21,21,100.0,21,8,38.1,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Philip R. Smith School,1320111,ELA,N,186,185,99.5,185,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Philip R. Smith School,1320111,ELA,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Philip R. Smith School,1320111,Math,N,186,186,100.0,186,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Philip R. Smith School,1320111,Math,Y,19,19,*,19,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,South Windsor High School,1326211,ELA,N,293,139,47.4,138,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,South Windsor High School,1326211,ELA,Y,22,13,59.1,13,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,South Windsor High School,1326211,Math,N,293,138,47.1,138,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,South Windsor High School,1326211,Math,Y,22,13,59.1,13,*,*,*,*,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Timothy Edwards School,1325111,ELA,N,847,838,98.9,838,26,3.1,145,17.3,365,43.6,302,36.0,667,79.6,2014-15
South Windsor School District,1320011,Timothy Edwards School,1325111,ELA,Y,123,120,97.6,120,32,26.7,45,37.5,33,27.5,10,8.3,43,35.8,2014-15
South Windsor School District,1320011,Timothy Edwards School,1325111,Math,N,847,837,98.8,837,*,*,213,25.4,*,*,317,37.9,*,*,2014-15
South Windsor School District,1320011,Timothy Edwards School,1325111,Math,Y,123,119,96.7,119,52,43.7,47,39.5,*,*,*,*,20,16.8,2014-15
South Windsor School District,1320011,Wapping Elementary School,1320411,ELA,N,120,119,99.2,119,*,*,16,13.4,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Wapping Elementary School,1320411,ELA,Y,23,23,100.0,23,*,*,8,34.8,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Wapping Elementary School,1320411,Math,N,120,119,99.2,119,6,5.0,26,21.8,*,*,*,*,*,*,2014-15
South Windsor School District,1320011,Wapping Elementary School,1320411,Math,Y,23,23,100.0,23,10,43.5,8,34.8,*,*,*,*,*,*,2014-15
Southington School District,1310011,John F. Kennedy Middle School,1315311,ELA,N,734,726,98.9,726,28,3.9,158,21.8,361,49.7,*,*,*,*,2014-15
Southington School District,1310011,John F. Kennedy Middle School,1315311,ELA,Y,91,91,100.0,91,43,47.3,36,39.6,11,12.1,*,*,*,*,2014-15
Southington School District,1310011,John F. Kennedy Middle School,1315311,Math,N,732,726,99.2,726,*,*,217,29.9,257,35.4,*,*,*,*,2014-15
Southington School District,1310011,John F. Kennedy Middle School,1315311,Math,Y,91,91,100.0,91,60,65.9,21,23.1,9,9.9,*,*,*,*,2014-15
