"subject","participation.rate","school_code","year"
"Science Performance index: High Needs Students ",".","0491811","201415"
"ELA: All Students ",".","0491811","201516"
"ELA: High Needs Students ",".","0491811","201516"
"Math: All Students ",".","0491811","201516"
"Math: High Needs Students ",".","0491811","201516"
"Science: All Students ",".","0491811","201516"
"Science: High Needs Students ",".","0491811","201516"
"ELA Performance index: All Students ","98.5","0495211","201415"
"EL Performance indexA: High Needs Students ","96.7","0495211","201415"
"Math Performance index: All Students ","97.8","0495211","201415"
"Math Performance index: High Needs Students ","95.4","0495211","201415"
"Science Performance index: All Students ","99.7","0495211","201415"
"Science Performance index: High Needs Students ","99.4","0495211","201415"
"ELA: All Students ","99.4","0495211","201516"
"ELA: High Needs Students ","99","0495211","201516"
"Math: All Students ","99.1","0495211","201516"
"Math: High Needs Students ","98.4","0495211","201516"
"Science: All Students ","99.4","0495211","201516"
"Science: High Needs Students ","98.7","0495211","201516"
"ELA: All Students ","98.3","0496111","201415"
"ELA: High Needs Students ","97.4","0496111","201415"
"Math: All Students ","97.7","0496111","201415"
"Math: High Needs Students ","96.2","0496111","201415"
"Science: All Students ","99.4","0496111","201415"
"Science: High Needs Students ","98.5","0496111","201415"
"ELA: All Students ","95","0496111","201516"
"ELA: High Needs Students ","91.3","0496111","201516"
"Math: All Students ","95","0496111","201516"
"Math: High Needs Students ","91.3","0496111","201516"
"Science: All Students ","97.7","0496111","201516"
"Science: High Needs Students ","94.8","0496111","201516"
"ELA Performance index: All Students ","98.1","0500111","201415"
"EL Performance indexA: High Needs Students ","98.3","0500111","201415"
"Math Performance index: All Students ","97.4","0500111","201415"
"Math Performance index: High Needs Students ","95.1","0500111","201415"
"Science Performance index: All Students ","100.0","0500111","201415"
"Science Performance index: High Needs Students ",".","0500111","201415"
"ELA: All Students ","97.0","0500111","201516"
"ELA: High Needs Students ","94.0","0500111","201516"
"Math: All Students ","97.0","0500111","201516"
"Math: High Needs Students ","94.0","0500111","201516"
"Science: All Students ","100.0","0500111","201516"
"Science: High Needs Students ",".","0500111","201516"
"ELA Performance index: All Students ","98.0","0510111","201415"
"EL Performance indexA: High Needs Students ","96.6","0510111","201415"
"Math Performance index: All Students ","98.0","0510111","201415"
"Math Performance index: High Needs Students ","96.6","0510111","201415"
"Science Performance index: All Students ","100.0","0510111","201415"
"Science Performance index: High Needs Students ",".","0510111","201415"
"ELA: All Students ","99.4","0510111","201516"
"ELA: High Needs Students ","100.0","0510111","201516"
"Math: All Students ","99.4","0510111","201516"
"Math: High Needs Students ","100.0","0510111","201516"
"Science: All Students ","100.0","0510111","201516"
"Science: High Needs Students ",".","0510111","201516"
"ELA Performance index: All Students ","99.5","0510211","201415"
"EL Performance indexA: High Needs Students ","96.6","0510211","201415"
"Math Performance index: All Students ","99.0","0510211","201415"
"Math Performance index: High Needs Students ","96.6","0510211","201415"
"Science Performance index: All Students ","98.4","0510211","201415"
"Science Performance index: High Needs Students ",".","0510211","201415"
"ELA: All Students ","97.0","0510211","201516"
"ELA: High Needs Students ","97.1","0510211","201516"
"Math: All Students ","97.0","0510211","201516"
"Math: High Needs Students ","97.1","0510211","201516"
"Science: All Students ","97.1","0510211","201516"
"Science: High Needs Students ",".","0510211","201516"
"ELA Performance index: All Students ","100.0","0510411","201415"
"EL Performance indexA: High Needs Students ","100.0","0510411","201415"
"Math Performance index: All Students ","99.5","0510411","201415"
"Math Performance index: High Needs Students ","100.0","0510411","201415"
"Science Performance index: All Students ","100.0","0510411","201415"
"Science Performance index: High Needs Students ",".","0510411","201415"
"ELA: All Students ","98.6","0510411","201516"
"ELA: High Needs Students ","96.9","0510411","201516"
"Math: All Students ","98.6","0510411","201516"
"Math: High Needs Students ","96.9","0510411","201516"
"Science: All Students ","100.0","0510411","201516"
"Science: High Needs Students ",".","0510411","201516"
"ELA Performance index: All Students ","100","0510611","201415"
"EL Performance indexA: High Needs Students ","100","0510611","201415"
"Math Performance index: All Students ","99.6","0510611","201415"
"Math Performance index: High Needs Students ","99.2","0510611","201415"
"Science Performance index: All Students ","100","0510611","201415"
"Science Performance index: High Needs Students ","100","0510611","201415"
"ELA: All Students ","99.1","0510611","201516"
"ELA: High Needs Students ","98.1","0510611","201516"
"Math: All Students ","99.1","0510611","201516"
"Math: High Needs Students ","98.1","0510611","201516"
"Science: All Students ","100","0510611","201516"
"Science: High Needs Students ","100","0510611","201516"
"ELA Performance index: All Students ","100.0","0510711","201415"
"EL Performance indexA: High Needs Students ","100.0","0510711","201415"
"Math Performance index: All Students ","100.0","0510711","201415"
"Math Performance index: High Needs Students ","100.0","0510711","201415"
"Science Performance index: All Students ","100.0","0510711","201415"
"Science Performance index: High Needs Students ",".","0510711","201415"
"ELA: All Students ","100.0","0510711","201516"
"ELA: High Needs Students ","100.0","0510711","201516"
"Math: All Students ","100.0","0510711","201516"
"Math: High Needs Students ","100.0","0510711","201516"
"Science: All Students ","100.0","0510711","201516"
"Science: High Needs Students ",".","0510711","201516"
"ELA Performance index: All Students ","99.5","0511211","201415"
"EL Performance indexA: High Needs Students ","100.0","0511211","201415"
"Math Performance index: All Students ","99.5","0511211","201415"
"Math Performance index: High Needs Students ","100.0","0511211","201415"
"Science Performance index: All Students ","100.0","0511211","201415"
"Science Performance index: High Needs Students ",".","0511211","201415"
"ELA: All Students ","99.0","0511211","201516"
"ELA: High Needs Students ","97.4","0511211","201516"
"Math: All Students ","99.0","0511211","201516"
"Math: High Needs Students ","97.4","0511211","201516"
"Science: All Students ","100.0","0511211","201516"
"Science: High Needs Students ",".","0511211","201516"
"ELA Performance index: All Students ","99.6","0511311","201415"
"EL Performance indexA: High Needs Students ","100.0","0511311","201415"
"Math Performance index: All Students ","99.6","0511311","201415"
"Math Performance index: High Needs Students ","100.0","0511311","201415"
"Science Performance index: All Students ","100.0","0511311","201415"
"Science Performance index: High Needs Students ",".","0511311","201415"
"ELA: All Students ","99.6","0511311","201516"
"ELA: High Needs Students ","100.0","0511311","201516"
"Math: All Students ","99.6","0511311","201516"
"Math: High Needs Students ","100.0","0511311","201516"
"Science: All Students ","100.0","0511311","201516"
"Science: High Needs Students ",".","0511311","201516"
"ELA Performance index: All Students ","99.6","0511411","201415"
"EL Performance indexA: High Needs Students ","100.0","0511411","201415"
"Math Performance index: All Students ","99.6","0511411","201415"
"Math Performance index: High Needs Students ","100.0","0511411","201415"
"Science Performance index: All Students ","100.0","0511411","201415"
"Science Performance index: High Needs Students ",".","0511411","201415"
"ELA: All Students ","100.0","0511411","201516"
"ELA: High Needs Students ","100.0","0511411","201516"
"Math: All Students ","100.0","0511411","201516"
"Math: High Needs Students ","100.0","0511411","201516"
"Science: All Students ","100.0","0511411","201516"
"Science: High Needs Students ",".","0511411","201516"
"ELA Performance index: All Students ","97.5","0511611","201415"
"EL Performance indexA: High Needs Students ","97.8","0511611","201415"
"Math Performance index: All Students ","97.5","0511611","201415"
"Math Performance index: High Needs Students ","97.8","0511611","201415"
"Science Performance index: All Students ","100.0","0511611","201415"
"Science Performance index: High Needs Students ",".","0511611","201415"
"ELA: All Students ","97.8","0511611","201516"
"ELA: High Needs Students ","97.3","0511611","201516"
"Math: All Students ","97.8","0511611","201516"
"Math: High Needs Students ","97.3","0511611","201516"
"Science: All Students ","98.8","0511611","201516"
"Science: High Needs Students ",".","0511611","201516"
"ELA Performance index: All Students ","100.0","0511711","201415"
"EL Performance indexA: High Needs Students ","100.0","0511711","201415"
"Math Performance index: All Students ","100.0","0511711","201415"
"Math Performance index: High Needs Students ","100.0","0511711","201415"
"Science Performance index: All Students ","100.0","0511711","201415"
"Science Performance index: High Needs Students ",".","0511711","201415"
"ELA: All Students ","98.8","0511711","201516"
"ELA: High Needs Students ","97.4","0511711","201516"
"Math: All Students ","98.8","0511711","201516"
"Math: High Needs Students ","97.4","0511711","201516"
"Science: All Students ","100.0","0511711","201516"
"Science: High Needs Students ",".","0511711","201516"
"ELA Performance index: All Students ","99.3","0511811","201415"
"EL Performance indexA: High Needs Students ","97.4","0511811","201415"
"Math Performance index: All Students ","99.3","0511811","201415"
"Math Performance index: High Needs Students ","97.4","0511811","201415"
"Science Performance index: All Students ","100.0","0511811","201415"
"Science Performance index: High Needs Students ",".","0511811","201415"
