"phys","phys4","phys6","phys8","phys10","school_code","year"
"Sit & Reach ","62.3",". ",". ",".","0171911","201314"
"Curl Up ","93.4",". ",". ",".","0171911","201314"
"Push Up ","65.6",". ",". ",".","0171911","201314"
"Mile Run/PACER ","82",". ",". ",".","0171911","201314"
"All Tests - School ","44.3",". ",". ",".","0171911","201314"
"All Tests - District ","53.2","61.5 ","67.4 ","65.9","0171911","201314"
"Sit & Reach ","64.9","N/A ","N/A ","N/A","0171911","201415"
"Curl Up ","89.2","N/A ","N/A ","N/A","0171911","201415"
"Push Up ","66.2","N/A ","N/A ","N/A","0171911","201415"
"Mile Run/PACER ","82.4","N/A ","N/A ","N/A","0171911","201415"
"All Tests - School ","44.6","N/A ","N/A ","N/A","0171911","201415"
"All Tests - District ","54.2","63.2 ","66.1 ","65.0","0171911","201415"
"Sit & Reach ","78.8","N/A ","N/A ","N/A","0171911","201516"
"Curl Up ","97","N/A ","N/A ","N/A","0171911","201516"
"Push Up ","74.2","N/A ","N/A ","N/A","0171911","201516"
"Mile Run/PACER ","87.9","N/A ","N/A ","N/A","0171911","201516"
"All Tests - School ","53","N/A ","N/A ","N/A","0171911","201516"
"All Tests - District ","50","65.4 ","65.1 ","63.2","0171911","201516"
"Sit & Reach ","87.9","90.8","95.7",".","0172011","201314"
"Curl Up ","94.9","95.9","96.7",".","0172011","201314"
"Push Up ","57.6","49","59.8",".","0172011","201314"
"Mile Run/PACER ","92.9","99","92.4",".","0172011","201314"
"All Tests - School ","54.5","48","56.5",".","0172011","201314"
"All Tests - District ","53.2","61.5","67.4","65.9","0172011","201314"
"Sit & Reach ","94.2","93.8","96.4","N/A","0172011","201415"
"Curl Up ","97.5","95","95.2","N/A","0172011","201415"
"Push Up ","66.1","56.3","64.3","N/A","0172011","201415"
"Mile Run/PACER ","97.5","95","95.2","N/A","0172011","201415"
"All Tests - School ","65.3","52.5","63.1","N/A","0172011","201415"
"All Tests - District ","54.2","63.2","66.1","65.0","0172011","201415"
"Sit & Reach ","86.2","90","96.9","N/A","0172011","201516"
"Curl Up ","92.6","96","96.9","N/A","0172011","201516"
"Push Up ","64.9","64","56.1","N/A","0172011","201516"
"Mile Run/PACER ","94.7","93","92.9","N/A","0172011","201516"
"All Tests - School ","56.4","64","56.1","N/A","0172011","201516"
"All Tests - District ","50","65.4","65.1","63.2","0172011","201516"
"Sit & Reach ",". ","89.2","92.2",".","0175111","201314"
"Curl Up ",". ","86.5","94.1",".","0175111","201314"
"Push Up ",". ","74.9","79.4",".","0175111","201314"
"Mile Run/PACER ",". ","83.9","82.4",".","0175111","201314"
"All Tests - School ",". ","61.4","68.1",".","0175111","201314"
"All Tests - District ","53.2 ","61.5","67.4","65.9","0175111","201314"
"Sit & Reach ","N/A ","83.1","91.7","N/A","0175111","201415"
"Curl Up ","N/A ","81.6","89.8","N/A","0175111","201415"
"Push Up ","N/A ","71.3","79.9","N/A","0175111","201415"
"Mile Run/PACER ","N/A ","87.7","87.1","N/A","0175111","201415"
"All Tests - School ","N/A ","63.2","68.9","N/A","0175111","201415"
"All Tests - District ","54.2 ","63.2","66.1","65.0","0175111","201415"
"Sit & Reach ","N/A ","83.1","91.7","N/A","0175111","201516"
"Curl Up ","N/A ","81.6","89.8","N/A","0175111","201516"
"Push Up ","N/A ","71.3","79.9","N/A","0175111","201516"
"Mile Run/PACER ","N/A ","87.7","87.1","N/A","0175111","201516"
"All Tests - School ","N/A ","63.2","68.9","N/A","0175111","201516"
"All Tests - District ","50.0 ","65.4","65.1","63.2","0175111","201516"
"Sit & Reach ",". ","86.7","96.6",".","0175211","201314"
"Curl Up ",". ","85.8","92.7",".","0175211","201314"
"Push Up ",". ","75.8","83.7",".","0175211","201314"
"Mile Run/PACER ",". ","90","90.4",".","0175211","201314"
"All Tests - School ",". ","63.3","75.8",".","0175211","201314"
"All Tests - District ","53.2 ","61.5","67.4","65.9","0175211","201314"
"Sit & Reach ","N/A ","88.7","89.4","N/A","0175211","201415"
"Curl Up ","N/A ","80.1","92.4","N/A","0175211","201415"
"Push Up ","N/A ","71.5","71.2","N/A","0175211","201415"
"Mile Run/PACER ","N/A ","90.7","84.8","N/A","0175211","201415"
"All Tests - School ","N/A ","60.3","59.1","N/A","0175211","201415"
"All Tests - District ","54.2 ","63.2","66.1","65.0","0175211","201415"
"Sit & Reach ","N/A ","84.1","84.9","N/A","0175211","201516"
"Curl Up ","N/A ","83.3","81.7","N/A","0175211","201516"
"Push Up ","N/A ","72","73.8","N/A","0175211","201516"
"Mile Run/PACER ","N/A ","94.7","86.5","N/A","0175211","201516"
"All Tests - School ","N/A ","62.1","60.3","N/A","0175211","201516"
"All Tests - District ","50.0 ","65.4","65.1","63.2","0175211","201516"
"Sit & Reach ",". ",". ",". ","87.1","0176111","201314"
"Curl Up ",". ",". ",". ","63.2","0176111","201314"
"Push Up ",". ",". ",". ","78.4","0176111","201314"
"Mile Run/PACER ",". ",". ",". ","83.2","0176111","201314"
"All Tests - School ",". ",". ",". ","58.4","0176111","201314"
"All Tests - District ","53.2 ","61.5 ","67.4 ","65.9","0176111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","86.3","0176111","201415"
"Curl Up ","N/A ","N/A ","N/A ","91.3","0176111","201415"
"Push Up ","N/A ","N/A ","N/A ","78.3","0176111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","72.9","0176111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","65.7","0176111","201415"
"All Tests - District ","54.2 ","63.2 ","66.1 ","65","0176111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","85.5","0176111","201516"
"Curl Up ","N/A ","N/A ","N/A ","92","0176111","201516"
"Push Up ","N/A ","N/A ","N/A ","75.9","0176111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","66.3","0176111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","61.8","0176111","201516"
"All Tests - District ","50.0 ","65.4 ","65.1 ","63.2","0176111","201516"
"Sit & Reach ",". ",". ",". ","94.3","0176211","201314"
"Curl Up ",". ",". ",". ","90.5","0176211","201314"
"Push Up ",". ",". ",". ","74.9","0176211","201314"
"Mile Run/PACER ",". ",". ",". ","75.9","0176211","201314"
"All Tests - School ",". ",". ",". ","73.3","0176211","201314"
"All Tests - District ","53.2 ","61.5 ","67.4 ","65.9","0176211","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","87.8","0176211","201415"
"Curl Up ","N/A ","N/A ","N/A ","95.2","0176211","201415"
"Push Up ","N/A ","N/A ","N/A ","75.9","0176211","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","72.1","0176211","201415"
"All Tests - School ","N/A ","N/A ","N/A ","64.3","0176211","201415"
"All Tests - District ","54.2 ","63.2 ","66.1 ","65","0176211","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","87.8","0176211","201516"
"Curl Up ","N/A ","N/A ","N/A ","95.2","0176211","201516"
"Push Up ","N/A ","N/A ","N/A ","75.9","0176211","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","72.1","0176211","201516"
"All Tests - School ","N/A ","N/A ","N/A ","64.3","0176211","201516"
"All Tests - District ","50.0 ","65.4 ","65.1 ","63.2","0176211","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0180311","201314"
"All Tests - District ","66.5 ","49.7 ","40.8 ","53.2","0180311","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0180311","201415"
"All Tests - District ","65.5 ","45.6 ","49.5 ","67.5","0180311","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0180311","201516"
"All Tests - District ","63.2 ","43.8 ","45.9 ","42.7","0180311","201516"
"Sit & Reach ","81.9",". ",". ",".","0180411","201314"
"Curl Up ","94",". ",". ",".","0180411","201314"
"Push Up ","81.4",". ",". ",".","0180411","201314"
"Mile Run/PACER ","92.6",". ",". ",".","0180411","201314"
"All Tests - School ","66.5",". ",". ",".","0180411","201314"
"All Tests - District ","66.5","49.7 ","40.8 ","53.2","0180411","201314"
"Sit & Reach ","84.7","N/A ","N/A ","N/A","0180411","201415"
"Curl Up ","91.5","N/A ","N/A ","N/A","0180411","201415"
"Push Up ","78.5","N/A ","N/A ","N/A","0180411","201415"
"Mile Run/PACER ","88.7","N/A ","N/A ","N/A","0180411","201415"
"All Tests - School ","65.5","N/A ","N/A ","N/A","0180411","201415"
"All Tests - District ","65.5","45.6 ","49.5 ","67.5","0180411","201415"
"Sit & Reach ","87.9","N/A ","N/A ","N/A","0180411","201516"
"Curl Up ","90.6","N/A ","N/A ","N/A","0180411","201516"
"Push Up ","73.1","N/A ","N/A ","N/A","0180411","201516"
"Mile Run/PACER ","89.7","N/A ","N/A ","N/A","0180411","201516"
"All Tests - School ","63.2","N/A ","N/A ","N/A","0180411","201516"
"All Tests - District ","63.2","43.8 ","45.9 ","42.7","0180411","201516"
"Sit & Reach ",". ","83.9","81.7",".","0185311","201314"
"Curl Up ",". ","75.1","68.5",".","0185311","201314"
"Push Up ",". ","77.7","69",".","0185311","201314"
"Mile Run/PACER ",". ","68.9","73.7",".","0185311","201314"
"All Tests - School ",". ","49.7","40.8",".","0185311","201314"
"All Tests - District ","66.5 ","49.7","40.8","53.2","0185311","201314"
"Sit & Reach ","N/A ","80.3","79.5","N/A","0185311","201415"
"Curl Up ","N/A ","76.2","78.6","N/A","0185311","201415"
"Push Up ","N/A ","73.2","75.7","N/A","0185311","201415"
"Mile Run/PACER ","N/A ","67.8","80","N/A","0185311","201415"
"All Tests - School ","N/A ","45.6","49.5","N/A","0185311","201415"
"All Tests - District ","65.5 ","45.6","49.5","67.5","0185311","201415"
"Sit & Reach ","N/A ","64.8","71.4","N/A","0185311","201516"
"Curl Up ","N/A ","84.5","82.1","N/A","0185311","201516"
"Push Up ","N/A ","74.4","75.5","N/A","0185311","201516"
"Mile Run/PACER ","N/A ","88.1","78.1","N/A","0185311","201516"
"All Tests - School ","N/A ","43.8","45.9","N/A","0185311","201516"
"All Tests - District ","63.2 ","43.8","45.9","42.7","0185311","201516"
"Sit & Reach ",". ",". ",". ","82.1","0186111","201314"
"Curl Up ",". ",". ",". ","79.5","0186111","201314"
"Push Up ",". ",". ",". ","67.4","0186111","201314"
"Mile Run/PACER ",". ",". ",". ","84.7","0186111","201314"
"All Tests - School ",". ",". ",". ","53.2","0186111","201314"
"All Tests - District ","66.5 ","49.7 ","40.8 ","53.2","0186111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","85.6","0186111","201415"
"Curl Up ","N/A ","N/A ","N/A ","92.3","0186111","201415"
"Push Up ","N/A ","N/A ","N/A ","80.4","0186111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","81.8","0186111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","67.5","0186111","201415"
"All Tests - District ","65.5 ","45.6 ","49.5 ","67.5","0186111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","73.5","0186111","201516"
"Curl Up ","N/A ","N/A ","N/A ","85.9","0186111","201516"
"Push Up ","N/A ","N/A ","N/A ","54.1","0186111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","66.5","0186111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","42.7","0186111","201516"
"All Tests - District ","63.2 ","43.8 ","45.9 ","42.7","0186111","201516"
"Sit & Reach ","70.5",". ",". ",NA,"0190111","201314"
"Curl Up ","61.5",". ",". ",NA,"0190111","201314"
"Push Up ","59",". ",". ",NA,"0190111","201314"
"Mile Run/PACER ","43.6",". ",". ",NA,"0190111","201314"
"All Tests - School ","43.6",". ",". ",NA,"0190111","201314"
"All Tests - District ","43.6","31.3 ","36.6 ",NA,"0190111","201314"
"Sit & Reach ","74.7","N/A ","N/A ","N/A","0190111","201415"
"Curl Up ","60.6","N/A ","N/A ","N/A","0190111","201415"
"Push Up ","60.6","N/A ","N/A ","N/A","0190111","201415"
"Mile Run/PACER ","52.5","N/A ","N/A ","N/A","0190111","201415"
"All Tests - School ","51.5","N/A ","N/A ","N/A","0190111","201415"
"All Tests - District ","51.5","37.2 ","19.6 ","N/A","0190111","201415"
"Sit & Reach ","76.9","N/A ","N/A ","N/A","0190111","201516"
"Curl Up ","61.5","N/A ","N/A ","N/A","0190111","201516"
"Push Up ","60.3","N/A ","N/A ","N/A","0190111","201516"
"Mile Run/PACER ","43.6","N/A ","N/A ","N/A","0190111","201516"
"All Tests - School ","42.3","N/A ","N/A ","N/A","0190111","201516"
"All Tests - District ","42.3","21.3 ","25.6 ","N/A","0190111","201516"
"Sit & Reach ",". ","76.8","78",NA,"0195111","201314"
"Curl Up ",". ","70.7","72",NA,"0195111","201314"
"Push Up ",". ","36.4","46.3",NA,"0195111","201314"
"Mile Run/PACER ",". ","58.6","63.4",NA,"0195111","201314"
"All Tests - School ",". ","31.3","36.6",NA,"0195111","201314"
"All Tests - District ","43.6 ","31.3","36.6",NA,"0195111","201314"
"Sit & Reach ","N/A ","69.2","76.1","N/A","0195111","201415"
"Curl Up ","N/A ","76.9","65.2","N/A","0195111","201415"
"Push Up ","N/A ","48.7","50","N/A","0195111","201415"
"Mile Run/PACER ","N/A ","78.2","50","N/A","0195111","201415"
"All Tests - School ","N/A ","37.2","19.6","N/A","0195111","201415"
"All Tests - District ","51.5 ","37.2","19.6","N/A","0195111","201415"
"Sit & Reach ","N/A ","50.7","57","N/A","0195111","201516"
"Curl Up ","N/A ","70.7","81.4","N/A","0195111","201516"
"Push Up ","N/A ","33.3","51.2","N/A","0195111","201516"
"Mile Run/PACER ","N/A ","66.7","66.3","N/A","0195111","201516"
"All Tests - School ","N/A ","21.3","25.6","N/A","0195111","201516"
"All Tests - District ","42.3 ","21.3","25.6","N/A","0195111","201516"
"Sit & Reach ","* ","* ","* ",NA,"0210111","201314"
"Curl Up ","* ","* ","* ",NA,"0210111","201314"
"Push Up ","* ","* ","* ",NA,"0210111","201314"
"Mile Run/PACER ","* ","* ","* ",NA,"0210111","201314"
"All Tests - School ","* ","* ","* ",NA,"0210111","201314"
"All Tests - District ","* ","* ","* ",NA,"0210111","201314"
"Sit & Reach ",NA,NA,NA,"N/A","0210111","201415"
"Curl Up ",NA,NA,NA,"N/A","0210111","201415"
"Push Up ",NA,NA,NA,"N/A","0210111","201415"
"Mile Run/PACER ",NA,NA,NA,"N/A","0210111","201415"
"All Tests - School ",NA,NA,NA,"N/A","0210111","201415"
"All Tests - District ",NA,NA,NA,"N/A","0210111","201415"
"Sit & Reach ",NA,NA,NA,"N/A","0210111","201516"
"Curl Up ",NA,NA,NA,"N/A","0210111","201516"
"Push Up ",NA,NA,NA,"N/A","0210111","201516"
"Mile Run/PACER ",NA,NA,NA,"N/A","0210111","201516"
"All Tests - School ",NA,NA,NA,"N/A","0210111","201516"
"All Tests - District ",NA,NA,NA,"N/A","0210111","201516"
"Sit & Reach ","89.5",". ",". ",NA,"0220211","201314"
"Curl Up ","55.3",". ",". ",NA,"0220211","201314"
"Push Up ","55.3",". ",". ",NA,"0220211","201314"
"Mile Run/PACER ","68.4",". ",". ",NA,"0220211","201314"
"All Tests - School ","34.2",". ",". ",NA,"0220211","201314"
"All Tests - District ","34.2","63.8 ","61.7 ",NA,"0220211","201314"
"Sit & Reach ","85.7","N/A ","N/A ","N/A","0220211","201415"
"Curl Up ","67.3","N/A ","N/A ","N/A","0220211","201415"
"Push Up ","59.2","N/A ","N/A ","N/A","0220211","201415"
"Mile Run/PACER ","49","N/A ","N/A ","N/A","0220211","201415"
"All Tests - School ","42.9","N/A ","N/A ","N/A","0220211","201415"
"All Tests - District ","42.9","53.0 ","69.5 ","N/A","0220211","201415"
"Sit & Reach ","97.4","N/A ","N/A ","N/A","0220211","201516"
"Curl Up ","76.3","N/A ","N/A ","N/A","0220211","201516"
"Push Up ","71.1","N/A ","N/A ","N/A","0220211","201516"
"Mile Run/PACER ","63.2","N/A ","N/A ","N/A","0220211","201516"
"All Tests - School ","55.3","N/A ","N/A ","N/A","0220211","201516"
"All Tests - District ","55.3","63.2 ","79.3 ","N/A","0220211","201516"
"Sit & Reach ",". ","93.1","93.6",NA,"0225111","201314"
"Curl Up ",". ","77.6","87.2",NA,"0225111","201314"
"Push Up ",". ","77.6","76.6",NA,"0225111","201314"
"Mile Run/PACER ",". ","81","83",NA,"0225111","201314"
"All Tests - School ",". ","63.8","61.7",NA,"0225111","201314"
"All Tests - District ","34.2 ","63.8","61.7",NA,"0225111","201314"
"Sit & Reach ","N/A ","95.5","98.3","N/A","0225111","201415"
"Curl Up ","N/A ","72.7","88.1","N/A","0225111","201415"
"Push Up ","N/A ","84.8","88.1","N/A","0225111","201415"
"Mile Run/PACER ","N/A ","71.2","81.4","N/A","0225111","201415"
"All Tests - School ","N/A ","53","69.5","N/A","0225111","201415"
"All Tests - District ","42.9 ","53","69.5","N/A","0225111","201415"
"Sit & Reach ","N/A ","92.1","98.3","N/A","0225111","201516"
"Curl Up ","N/A ","78.9","84.5","N/A","0225111","201516"
"Push Up ","N/A ","76.3","82.8","N/A","0225111","201516"
"Mile Run/PACER ","N/A ","63.2","81","N/A","0225111","201516"
"All Tests - School ","N/A ","63.2","79.3","N/A","0225111","201516"
"All Tests - District ","55.3 ","63.2","79.3","N/A","0225111","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0230211","201314"
"All Tests - District ","80.5 ","77.4 ","59.3 ","58.6","0230211","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0230211","201415"
"All Tests - District ","75.0 ","73.7 ","61.2 ","56.5","0230211","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0230211","201516"
"All Tests - District ","81.5 ","80.1 ","69.4 ","61.8","0230211","201516"
"Sit & Reach ","97.7","92",". ",".","0230311","201314"
"Curl Up ","98.4","98.5",". ",".","0230311","201314"
"Push Up ","96.9","92",". ",".","0230311","201314"
"Mile Run/PACER ","84.4","82.5",". ",".","0230311","201314"
"All Tests - School ","80.5","77.4",". ",".","0230311","201314"
"All Tests - District ","80.5","77.4","59.3 ","58.6","0230311","201314"
"Sit & Reach ","93.9","93.4","N/A ","N/A","0230311","201415"
"Curl Up ","95.5","96.4","N/A ","N/A","0230311","201415"
"Push Up ","90.2","88.3","N/A ","N/A","0230311","201415"
"Mile Run/PACER ","78","79.6","N/A ","N/A","0230311","201415"
"All Tests - School ","75","73.7","N/A ","N/A","0230311","201415"
"All Tests - District ","75","73.7","61.2 ","56.5","0230311","201415"
"Sit & Reach ","94.1","91.9","N/A ","N/A","0230311","201516"
"Curl Up ","95.8","99.3","N/A ","N/A","0230311","201516"
"Push Up ","94.1","89.7","N/A ","N/A","0230311","201516"
"Mile Run/PACER ","85.7","89","N/A ","N/A","0230311","201516"
"All Tests - School ","81.5","80.1","N/A ","N/A","0230311","201516"
"All Tests - District ","81.5","80.1","69.4 ","61.8","0230311","201516"
"Sit & Reach ",". ",". ","79.7",".","0235111","201314"
"Curl Up ",". ",". ","85.4",".","0235111","201314"
"Push Up ",". ",". ","87",".","0235111","201314"
"Mile Run/PACER ",". ",". ","80.5",".","0235111","201314"
