"Smarter Balanced Assessments, 2014-15"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"Waterford School District","=""1520011""","Oswegatchie Elementary School","=""1520611""","Math",190,187,98.4,187,41,21.9,65,34.8,54,28.9,27,14.4,81,43.3
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","ELA",183,183,100.0,183,29,15.8,47,25.7,47,25.7,60,32.8,107,58.5
"Waterford School District","=""1520011""","Quaker Hill Elementary School","=""1520711""","Math",183,183,100.0,183,35,19.1,62,33.9,48,26.2,38,20.8,86,47.0
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","ELA",192,188,97.9,186,13,7.0,44,23.7,74,39.8,55,29.6,129,69.4
"Waterford School District","=""1520011""","Waterford High School","=""1526111""","Math",192,186,96.9,186,75,40.3,48,25.8,31,16.7,32,17.2,63,33.9
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Waterford School District","=""1520011""","Waterford High School Tutor Center","=""1521211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","ELA",292,288,98.6,288,40,13.9,79,27.4,91,31.6,78,27.1,169,58.7
"Watertown School District","=""1530011""","Fletcher W. Judson School","=""1530311""","Math",291,288,99.0,288,61,21.2,101,35.1,89,30.9,37,12.8,126,43.8
"Watertown School District","=""1530011""","Polk School","=""1530411""","ELA",351,347,98.9,347,55,15.9,74,21.3,117,33.7,101,29.1,218,62.8
"Watertown School District","=""1530011""","Polk School","=""1530411""","Math",348,344,98.9,344,73,21.2,134,39.0,90,26.2,47,13.7,137,39.8
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","ELA",668,663,99.3,663,91,13.7,159,24.0,298,44.9,115,17.3,413,62.3
"Watertown School District","=""1530011""","Swift Middle School","=""1535111""","Math",667,662,99.3,662,213,32.2,229,34.6,141,21.3,79,11.9,220,33.2
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","ELA",217,82,37.8,81,29,35.8,19,23.5,25,30.9,8,9.9,33,40.7
"Watertown School District","=""1530011""","Watertown High School","=""1536111""","Math",217,76,35.0,76,53,69.7,"*","*",12,15.8,"*","*","*","*"
"West Hartford School District","=""1550011""","Smith School","=""1551711""","ELA",184,180,97.8,180,18,10.0,34,18.9,53,29.4,75,41.7,128,71.1
"West Hartford School District","=""1550011""","Smith School","=""1551711""","Math",184,183,99.5,183,31,16.9,48,26.2,58,31.7,46,25.1,104,56.8
"West Hartford School District","=""1550011""","REACH","=""1557311""","ELA",9,7,"*",6,"*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","REACH","=""1557311""","Math",9,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","ELA",208,207,99.5,207,15,7.2,21,10.1,67,32.4,104,50.2,171,82.6
"West Hartford School District","=""1550011""","Aiken School","=""1551611""","Math",207,207,100.0,207,22,10.6,69,33.3,61,29.5,55,26.6,116,56.0
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn Learning Center","=""1559311""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","ELA",184,184,100.0,184,12,6.5,27,14.7,64,34.8,81,44.0,145,78.8
"West Hartford School District","=""1550011""","Braeburn School","=""1550211""","Math",184,184,100.0,184,13,7.1,40,21.7,82,44.6,49,26.6,131,71.2
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","ELA",413,413,100.0,413,24,5.8,80,19.4,178,43.1,131,31.7,309,74.8
"West Hartford School District","=""1550011""","Bristow Middle School","=""1555311""","Math",413,412,99.8,412,64,15.5,108,26.2,124,30.1,116,28.2,240,58.3
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","ELA",253,252,99.6,251,9,3.6,10,4.0,55,21.9,177,70.5,232,92.4
"West Hartford School District","=""1550011""","Bugbee School","=""1550411""","Math",253,252,99.6,251,9,3.6,32,12.7,73,29.1,137,54.6,210,83.7
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","ELA",146,144,98.6,144,27,18.8,35,24.3,37,25.7,45,31.3,82,56.9
"West Hartford School District","=""1550011""","Charter Oak International Academy","=""1550511""","Math",146,145,99.3,145,29,20.0,56,38.6,35,24.1,25,17.2,60,41.4
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","ELA",396,371,93.7,370,24,6.5,96,25.9,137,37.0,113,30.5,250,67.6
"West Hartford School District","=""1550011""","Conard High School","=""1556111""","Math",397,375,94.5,373,95,25.5,102,27.3,110,29.5,66,17.7,176,47.2
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","ELA",265,261,98.5,261,21,8.0,39,14.9,88,33.7,113,43.3,201,77.0
"West Hartford School District","=""1550011""","Duffy School","=""1550611""","Math",265,265,100.0,265,35,13.2,73,27.5,95,35.8,62,23.4,157,59.2
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","ELA",350,165,47.1,161,30,18.6,36,22.4,48,29.8,47,29.2,95,59.0
"West Hartford School District","=""1550011""","Hall High School","=""1556211""","Math",350,135,38.6,135,55,40.7,23,17.0,29,21.5,28,20.7,57,42.2
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","ELA",918,912,99.3,910,91,10.0,143,15.7,418,45.9,258,28.4,676,74.3
"West Hartford School District","=""1550011""","King Philip Middle School","=""1555111""","Math",920,914,99.3,914,168,18.4,265,29.0,247,27.0,234,25.6,481,52.6
"West Hartford School District","=""1550011""","Morley School","=""1550911""","ELA",165,163,98.8,162,13,8.0,28,17.3,50,30.9,71,43.8,121,74.7
"West Hartford School District","=""1550011""","Morley School","=""1550911""","Math",165,163,98.8,163,16,9.8,43,26.4,46,28.2,58,35.6,104,63.8
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","ELA",192,191,99.5,190,12,6.3,38,20.0,63,33.2,77,40.5,140,73.7
"West Hartford School District","=""1550011""","Norfeldt School","=""1551011""","Math",192,191,99.5,190,11,5.8,43,22.6,64,33.7,72,37.9,136,71.6
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","ELA",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","STRIVE-West Hartford","=""1559211""","Math",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*"
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","ELA",842,835,99.2,834,109,13.1,155,18.6,320,38.4,250,30.0,570,68.3
"West Hartford School District","=""1550011""","Sedgwick Middle School","=""1555211""","Math",842,834,99.0,833,248,29.8,236,28.3,205,24.6,144,17.3,349,41.9
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","ELA",210,209,99.5,209,34,16.3,43,20.6,53,25.4,79,37.8,132,63.2
"West Hartford School District","=""1550011""","Webster Hill School","=""1551211""","Math",210,209,99.5,208,45,21.6,56,26.9,54,26.0,53,25.5,107,51.4
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","ELA",223,223,100.0,223,27,12.1,26,11.7,55,24.7,115,51.6,170,76.2
"West Hartford School District","=""1550011""","Whiting Lane School","=""1551311""","Math",223,221,99.1,221,35,15.8,45,20.4,64,29.0,77,34.8,141,63.8
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","ELA",240,238,99.2,238,33,13.9,43,18.1,75,31.5,87,36.6,162,68.1
"West Hartford School District","=""1550011""","Wolcott School","=""1551511""","Math",240,239,99.6,239,37,15.5,66,27.6,78,32.6,58,24.3,136,56.9
"West Haven School District","=""1560011""","Washington School","=""1561211""","ELA",178,174,97.8,174,73,42.0,47,27.0,39,22.4,15,8.6,54,31.0
"West Haven School District","=""1560011""","Washington School","=""1561211""","Math",178,175,98.3,175,70,40.0,72,41.1,27,15.4,6,3.4,33,18.9
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","ELA",126,125,99.2,125,30,24.0,32,25.6,39,31.2,24,19.2,63,50.4
"West Haven School District","=""1560011""","Alma E. Pagels School","=""1560811""","Math",126,126,100.0,126,26,20.6,52,41.3,38,30.2,10,7.9,48,38.1
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","ELA",835,824,98.7,823,214,26.0,226,27.5,270,32.8,113,13.7,383,46.5
"West Haven School District","=""1560011""","Carrigan 5/6 Intermediate School","=""1565311""","Math",837,834,99.6,834,326,39.1,308,36.9,131,15.7,69,8.3,200,24.0
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","ELA",129,128,99.2,128,13,10.2,22,17.2,42,32.8,51,39.8,93,72.7
"West Haven School District","=""1560011""","Edith E. Mackrille School","=""1560611""","Math",129,128,99.2,128,14,10.9,55,43.0,41,32.0,18,14.1,59,46.1
"West Haven School District","=""1560011""","Forest School","=""1560311""","ELA",172,171,99.4,171,49,28.7,37,21.6,50,29.2,35,20.5,85,49.7
"West Haven School District","=""1560011""","Forest School","=""1560311""","Math",172,172,100.0,171,48,28.1,65,38.0,47,27.5,11,6.4,58,33.9
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","ELA",874,861,98.5,861,206,23.9,260,30.2,296,34.4,99,11.5,395,45.9
"West Haven School District","=""1560011""","Harry M. Bailey Middle School","=""1565111""","Math",873,864,99.0,863,404,46.8,262,30.4,142,16.5,55,6.4,197,22.8
"West Haven School District","=""1560011""","PACE","=""1560211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","PACE","=""1560211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","ELA",183,179,97.8,179,64,35.8,52,29.1,46,25.7,17,9.5,63,35.2
"West Haven School District","=""1560011""","Savin Rock Community School","=""1561411""","Math",183,182,99.5,182,78,42.9,66,36.3,30,16.5,8,4.4,38,20.9
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","ELA",184,181,98.4,181,46,25.4,45,24.9,47,26.0,43,23.8,90,49.7
"West Haven School District","=""1560011""","Seth G. Haley School","=""1560411""","Math",184,181,98.4,181,33,18.2,71,39.2,60,33.1,17,9.4,77,42.5
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","ELA",370,349,94.3,349,139,39.8,101,28.9,94,26.9,15,4.3,109,31.2
"West Haven School District","=""1560011""","West Haven High School","=""1566111""","Math",371,335,90.3,335,267,79.7,48,14.3,"*","*","*","*",20,6.0
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","ELA",108,"*","*","*",10,9.3,21,19.4,32,29.6,45,41.7,77,71.3
"Westbrook School District","=""1540011""","Daisy Ingraham School","=""1540211""","Math",108,"*","*","*",13,12.0,42,38.9,39,36.1,14,13.0,53,49.1
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","ELA","*",0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook High School","=""1546111""","Math","*",0,"*",0,"*","*","*","*","*","*","*","*","*","*"
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","ELA",229,227,99.1,227,7,3.1,26,11.5,92,40.5,102,44.9,194,85.5
"Westbrook School District","=""1540011""","Westbrook Middle School","=""1545111""","Math",229,228,99.6,228,21,9.2,55,24.1,73,32.0,79,34.6,152,66.7
"Weston School District","=""1570011""","Weston High School","=""1576111""","ELA",203,117,57.6,115,9,7.8,18,15.7,40,34.8,48,41.7,88,76.5
"Weston School District","=""1570011""","Weston High School","=""1576111""","Math",203,116,57.1,115,12,10.4,25,21.7,32,27.8,46,40.0,78,67.8
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","ELA",542,534,98.5,532,31,5.8,68,12.8,188,35.3,245,46.1,433,81.4
"Weston School District","=""1570011""","Weston Intermediate School","=""1570211""","Math",542,532,98.2,532,25,4.7,111,20.9,191,35.9,205,38.5,396,74.4
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","ELA",602,587,97.5,587,37,6.3,104,17.7,268,45.7,178,30.3,446,76.0
"Weston School District","=""1570011""","Weston Middle School","=""1575111""","Math",603,588,97.5,587,66,11.2,131,22.3,175,29.8,215,36.6,390,66.4
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","ELA",851,832,97.8,832,25,3.0,93,11.2,381,45.8,333,40.0,714,85.8
"Westport School District","=""1580011""","Bedford Middle School","=""1585111""","Math",851,831,97.6,831,90,10.8,162,19.5,220,26.5,359,43.2,579,69.7
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","ELA",241,235,97.5,235,"*","*","*","*",50,21.3,155,66.0,205,87.2
"Westport School District","=""1580011""","Coleytown Elementary School","=""1580311""","Math",241,236,97.9,236,14,5.9,37,15.7,72,30.5,113,47.9,185,78.4
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","ELA",548,541,98.7,541,20,3.7,54,10.0,261,48.2,206,38.1,467,86.3
"Westport School District","=""1580011""","Coleytown Middle School","=""1585311""","Math",548,541,98.7,541,53,9.8,123,22.7,140,25.9,225,41.6,365,67.5
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","ELA",246,236,95.9,236,10,4.2,16,6.8,43,18.2,167,70.8,210,89.0
"Westport School District","=""1580011""","Green's Farms School","=""1580411""","Math",246,238,96.7,238,15,6.3,34,14.3,67,28.2,122,51.3,189,79.4
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","ELA",253,251,99.2,251,10,4.0,32,12.7,62,24.7,147,58.6,209,83.3
"Westport School District","=""1580011""","King's Highway Elementary School","=""1580511""","Math",253,251,99.2,251,18,7.2,45,17.9,85,33.9,103,41.0,188,74.9
"Westport School District","=""1580011""","Long Lots School","=""1580711""","ELA",306,297,97.1,297,8,2.7,29,9.8,89,30.0,171,57.6,260,87.5
"Westport School District","=""1580011""","Long Lots School","=""1580711""","Math",306,300,98.0,300,15,5.0,48,16.0,89,29.7,148,49.3,237,79.0
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","ELA",260,255,98.1,255,12,4.7,30,11.8,77,30.2,136,53.3,213,83.5
"Westport School District","=""1580011""","Saugatuck Elementary School","=""1580811""","Math",261,256,98.1,256,13,5.1,39,15.2,95,37.1,109,42.6,204,79.7
"Westport School District","=""1580011""","Staples High School","=""1586111""","ELA",468,130,27.8,130,22,16.9,20,15.4,43,33.1,45,34.6,88,67.7
"Westport School District","=""1580011""","Staples High School","=""1586111""","Math",468,127,27.1,127,29,22.8,18,14.2,31,24.4,49,38.6,80,63.0
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","ELA",214,214,100.0,213,30,14.1,49,23.0,77,36.2,57,26.8,134,62.9
"Wethersfield School District","=""1590011""","Alfred W. Hanmer School","=""1590811""","Math",214,213,99.5,212,43,20.3,72,34.0,61,28.8,36,17.0,97,45.8
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","ELA",179,177,98.9,177,27,15.3,42,23.7,66,37.3,42,23.7,108,61.0
"Wethersfield School District","=""1590011""","Charles Wright School","=""1591011""","Math",179,178,99.4,178,33,18.5,64,36.0,57,32.0,24,13.5,81,45.5
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","ELA",245,235,95.9,235,43,18.3,53,22.6,76,32.3,63,26.8,139,59.1
"Wethersfield School District","=""1590011""","Emerson-Williams School","=""1590211""","Math",245,235,95.9,235,47,20.0,76,32.3,66,28.1,46,19.6,112,47.7
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","ELA",248,248,100.0,248,26,10.5,44,17.7,88,35.5,90,36.3,178,71.8
"Wethersfield School District","=""1590011""","Highcrest School","=""1591111""","Math",248,248,100.0,248,41,16.5,76,30.6,70,28.2,61,24.6,131,52.8
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","ELA",182,181,99.5,181,28,15.5,40,22.1,44,24.3,69,38.1,113,62.4
"Wethersfield School District","=""1590011""","Samuel B. Webb Elementary School","=""1591211""","Math",182,181,99.5,181,37,20.4,47,26.0,57,31.5,40,22.1,97,53.6
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","ELA",554,545,98.4,545,110,20.2,157,28.8,213,39.1,65,11.9,278,51.0
"Wethersfield School District","=""1590011""","Silas Deane Middle School","=""1595211""","Math",554,545,98.4,545,141,25.9,194,35.6,141,25.9,69,12.7,210,38.5
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","ELA",304,188,61.8,183,60,32.8,57,31.1,51,27.9,15,8.2,66,36.1
"Wethersfield School District","=""1590011""","Wethersfield High School","=""1596111""","Math",304,199,65.5,199,119,59.8,38,19.1,31,15.6,11,5.5,42,21.1
"Willington School District","=""1600011""","Center School","=""1600111""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Center School","=""1600111""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","ELA",198,192,97.0,192,29,15.1,51,26.6,80,41.7,32,16.7,112,58.3
"Willington School District","=""1600011""","Hall Memorial School","=""1605111""","Math",198,192,97.0,191,31,16.2,79,41.4,51,26.7,30,15.7,81,42.4
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","ELA",1047,1030,98.4,1029,45,4.4,160,15.5,513,49.9,311,30.2,824,80.1
"Wilton School District","=""1610011""","Middlebrook School","=""1615211""","Math",1047,1021,97.5,1021,132,12.9,316,31.0,280,27.4,293,28.7,573,56.1
