district,school,language,total_enrollment,els,school_code,check_sch_col,check_dist_col
New Haven School District,East Rock Community Magnet School,Japanese,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Pashto,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Russian,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Somali,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Telugu,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Twi/Fante,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Nepali,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Cantonese,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Mandarin,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Wolof,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,East Rock Community Magnet School,Mandingo,<=5,<=5,0934611,East Rock Community Magnet School,New Haven School District
New Haven School District,Celentano Bio Tech Health and Medical Magnet School,Spanish,34,25,,,
New Haven School District,Celentano Bio Tech Health and Medical Magnet School,Arabic,<=5,<=5,,,
New Haven School District,Celentano Bio Tech Health and Medical Magnet School,French,<=5,<=5,,,
New Haven School District,Celentano Bio Tech Health and Medical Magnet School,Hindi,<=5,<=5,,,
New Haven School District,Celentano Bio Tech Health and Medical Magnet School,Cantonese,<=5,<=5,,,
New Haven School District,Celentano Bio Tech Health and Medical Magnet School,Mandarin,<=5,<=5,,,
New Haven School District,West Rock Authors Academy,Spanish,21,14,0934911,West Rock Authors Academy,New Haven School District
New Haven School District,West Rock Authors Academy,Arabic,<=5,<=5,0934911,West Rock Authors Academy,New Haven School District
New Haven School District,West Rock Authors Academy,French,<=5,<=5,0934911,West Rock Authors Academy,New Haven School District
New Haven School District,West Rock Authors Academy,Mandarin,<=5,<=5,0934911,West Rock Authors Academy,New Haven School District
New Haven School District,Betsy Ross Arts Magnet School,Spanish,56,18,0935511,Betsy Ross Arts Magnet School,New Haven School District
New Haven School District,Betsy Ross Arts Magnet School,Portuguese,<=5,<=5,0935511,Betsy Ross Arts Magnet School,New Haven School District
New Haven School District,Betsy Ross Arts Magnet School,Arabic,<=5,<=5,0935511,Betsy Ross Arts Magnet School,New Haven School District
New Haven School District,Betsy Ross Arts Magnet School,French,<=5,<=5,0935511,Betsy Ross Arts Magnet School,New Haven School District
New Haven School District,Domus Academy,Spanish,9,8,0935611,Domus Academy,New Haven School District
New Haven School District,Metropolitan Business High School,Spanish,80,17,,,
New Haven School District,Metropolitan Business High School,Khmer(Cambodian),<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Polish,<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Arabic,<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Creole-Haitian,<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Turkish,<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Vietnamese,<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Mandarin,<=5,<=5,,,
New Haven School District,Metropolitan Business High School,Tagalog,<=5,<=5,,,
New Haven School District,Wilbur Cross High School,Spanish,505,234,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Portuguese,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Lao,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Polish,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Arabic,7,7,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,French,6,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Gujarati,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Hausa,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Hindi,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Korean,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Russian,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Somali,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Swahili,6,6,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Thai,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Turkish,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Ukrainian,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Vietnamese,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Amharic,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Zulu,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Bangla,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Cantonese,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Mandarin,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Kiswhali,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,Wilbur Cross High School,Tajik,<=5,<=5,0936111,Wilbur Cross High School,New Haven School District
New Haven School District,James Hillhouse High School,Spanish,162,93,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Arabic,13,11,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,French,13,10,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Creole-Haitian,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Korean,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Pashto,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Somali,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Swahili,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Tigrinya,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Urdu,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Basa,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Kinyarwanda,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,James Hillhouse High School,Kru,<=5,<=5,0936211,James Hillhouse High School,New Haven School District
New Haven School District,Hill Regional Career High School,Spanish,134,30,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Khmer(Cambodian),<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Albanian,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Arabic,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Bengali,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Dari,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,French,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Hindi,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Malay(Indonesian),<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Pashto,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Thai,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Mandarin,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Kiscoohil,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Kiswhali,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Hill Regional Career High School,Mandingo,<=5,<=5,0936311,Hill Regional Career High School,New Haven School District
New Haven School District,Cooperative High School,Spanish,88,13,0936411,Cooperative High School,New Haven School District
