district,type,2010_11,2011_12,2012_13,2013_14,2014_15,district_code,check_dist_col,school_code
Regional School District 04,Plant Operation and Maintenance,2331851.0,1844124.0,1885136.0,1897057.0,1855364.0,2040012,Regional School District 04,2040012
Regional School District 04,Transportation,558836.0,610027.0,714873.0,793264.0,745578.0,2040012,Regional School District 04,2040012
Regional School District 04,Students Tuitioned Out,683068.0,560944.0,511711.0,680549.0,1257869.0,2040012,Regional School District 04,2040012
Regional School District 04,Other,77271.0,87404.0,753298.0,794241.0,908037.0,2040012,Regional School District 04,2040012
Regional School District 04,Total Expenditures,15765789.0,15386759.0,15686467.0,16412783.0,16862923.0,2040012,Regional School District 04,2040012
Regional School District 05,Instructional Staff and Services,19011953.0,20000092.0,19498262.0,19875716.0,20024117.0,2050012,Regional School District 05,2050012
Regional School District 05,Instructional Supplies and Equipment,519533.0,486209.0,487964.0,700890.0,574618.0,2050012,Regional School District 05,2050012
Regional School District 05,Instruction and Educational Media Services,1169129.0,1144921.0,1119650.0,1200542.0,1163350.0,2050012,Regional School District 05,2050012
Regional School District 05,Student Support Services,2194662.0,2266031.0,2456588.0,2594273.0,2621906.0,2050012,Regional School District 05,2050012
Regional School District 05,Administration and Support Services,5251910.0,5485880.0,5290230.0,5579648.0,5577849.0,2050012,Regional School District 05,2050012
Regional School District 05,Plant Operation and Maintenance,3395165.0,3953593.0,3865933.0,3895690.0,3577448.0,2050012,Regional School District 05,2050012
Regional School District 05,Transportation,2039626.0,2246260.0,2365461.0,2401201.0,2665739.0,2050012,Regional School District 05,2050012
Regional School District 05,Students Tuitioned Out,2184341.0,1971800.0,2464993.0,2794796.0,3127149.0,2050012,Regional School District 05,2050012
Regional School District 05,Other,949919.0,911320.0,944713.0,999531.0,1014265.0,2050012,Regional School District 05,2050012
Regional School District 05,Total Expenditures,36716238.0,38466106.0,38493794.0,40042287.0,40346441.0,2050012,Regional School District 05,2050012
Regional School District 06,Instructional Staff and Services,9261011.0,9297811.0,9462797.0,9605885.0,9609942.0,2060012,Regional School District 06,2060012
Regional School District 06,Instructional Supplies and Equipment,212952.0,429552.0,653814.0,482962.0,395678.0,2060012,Regional School District 06,2060012
Regional School District 06,Instruction and Educational Media Services,789002.0,583065.0,674128.0,750854.0,782661.0,2060012,Regional School District 06,2060012
Regional School District 06,Student Support Services,1058366.0,1030515.0,1130026.0,1144007.0,1206818.0,2060012,Regional School District 06,2060012
Regional School District 06,Administration and Support Services,1876454.0,1886670.0,1954500.0,2002375.0,2165117.0,2060012,Regional School District 06,2060012
Regional School District 06,Plant Operation and Maintenance,1787298.0,1965371.0,1867258.0,1911899.0,1931750.0,2060012,Regional School District 06,2060012
Regional School District 06,Transportation,857539.0,924099.0,967162.0,893001.0,1000775.0,2060012,Regional School District 06,2060012
Regional School District 06,Students Tuitioned Out,301944.0,304476.0,304622.0,302782.0,411423.0,2060012,Regional School District 06,2060012
Regional School District 06,Other,278427.0,276061.0,288854.0,300753.0,315020.0,2060012,Regional School District 06,2060012
Regional School District 06,Total Expenditures,16422993.0,16697620.0,17303161.0,17394518.0,17819184.0,2060012,Regional School District 06,2060012
Regional School District 07,Instructional Staff and Services,9250265.0,9533618.0,9606677.0,9742536.0,10031327.0,2070012,Regional School District 07,2070012
Regional School District 07,Instructional Supplies and Equipment,394495.0,391421.0,390096.0,556763.0,429828.0,2070012,Regional School District 07,2070012
Regional School District 07,Instruction and Educational Media Services,230379.0,237408.0,239751.0,251924.0,214658.0,2070012,Regional School District 07,2070012
Regional School District 07,Student Support Services,742603.0,747469.0,764455.0,783730.0,788066.0,2070012,Regional School District 07,2070012
Regional School District 07,Administration and Support Services,1703284.0,1764759.0,1894980.0,2006091.0,2197431.0,2070012,Regional School District 07,2070012
Regional School District 07,Plant Operation and Maintenance,2203310.0,2128025.0,2130496.0,2141790.0,2108324.0,2070012,Regional School District 07,2070012
Regional School District 07,Transportation,1384303.0,1550328.0,1496200.0,1566432.0,1654896.0,2070012,Regional School District 07,2070012
Regional School District 07,Students Tuitioned Out,922786.0,1004776.0,907091.0,936137.0,1086534.0,2070012,Regional School District 07,2070012
Regional School District 07,Other,449750.0,436656.0,485162.0,465461.0,497159.0,2070012,Regional School District 07,2070012
Regional School District 07,Total Expenditures,17281175.0,17794460.0,17914908.0,18450864.0,19008223.0,2070012,Regional School District 07,2070012
Regional School District 08,Instructional Staff and Services,13124933.0,13781430.0,13708559.0,14213330.0,13462958.0,2080012,Regional School District 08,2080012
Regional School District 08,Instructional Supplies and Equipment,146085.0,192835.0,187456.0,202615.0,218621.0,2080012,Regional School District 08,2080012
Regional School District 08,Instruction and Educational Media Services,935227.0,947409.0,1017767.0,660901.0,821066.0,2080012,Regional School District 08,2080012
Regional School District 08,Student Support Services,1142080.0,1208606.0,1201508.0,1499174.0,1908059.0,2080012,Regional School District 08,2080012
Regional School District 08,Administration and Support Services,1842707.0,1853464.0,1958384.0,2573612.0,2631622.0,2080012,Regional School District 08,2080012
Regional School District 08,Plant Operation and Maintenance,2057477.0,2047674.0,2140188.0,2496353.0,2687423.0,2080012,Regional School District 08,2080012
Regional School District 08,Transportation,1470307.0,1374197.0,1396880.0,1448021.0,1465121.0,2080012,Regional School District 08,2080012
Regional School District 08,Students Tuitioned Out,1649310.0,1532783.0,1540496.0,1166897.0,1772717.0,2080012,Regional School District 08,2080012
Regional School District 08,Other,327206.0,347499.0,361883.0,503323.0,544832.0,2080012,Regional School District 08,2080012
Regional School District 08,Total Expenditures,22695332.0,23285897.0,23513121.0,24764226.0,25512419.0,2080012,Regional School District 08,2080012
Regional School District 09,Instructional Staff and Services,12308787.0,12718108.0,12542630.0,13063183.0,13560551.0,2090012,Regional School District 09,2090012
Regional School District 09,Instructional Supplies and Equipment,397756.0,418080.0,356535.0,351406.0,364588.0,2090012,Regional School District 09,2090012
Regional School District 09,Instruction and Educational Media Services,400844.0,392924.0,468229.0,446896.0,469621.0,2090012,Regional School District 09,2090012
Regional School District 09,Student Support Services,131441.0,135433.0,131429.0,134841.0,147667.0,2090012,Regional School District 09,2090012
Regional School District 09,Administration and Support Services,1557503.0,1633933.0,1711107.0,1828407.0,1770263.0,2090012,Regional School District 09,2090012
Regional School District 09,Plant Operation and Maintenance,2064294.0,2060073.0,2329287.0,2302203.0,2093520.0,2090012,Regional School District 09,2090012
Regional School District 09,Transportation,938316.0,1109937.0,1325534.0,1429654.0,1352019.0,2090012,Regional School District 09,2090012
Regional School District 09,Students Tuitioned Out,1635387.0,1462831.0,1554776.0,1446305.0,1472660.0,2090012,Regional School District 09,2090012
Regional School District 09,Other,5561.0,1611.0,622.0,43.0,177.0,2090012,Regional School District 09,2090012
Regional School District 09,Total Expenditures,19439889.0,19932930.0,20420149.0,21002938.0,21231066.0,2090012,Regional School District 09,2090012
Regional School District 10,Instructional Staff and Services,18718875.0,19578688.0,19661592.0,20073077.0,19942353.0,2100012,Regional School District 10,2100012
Regional School District 10,Instructional Supplies and Equipment,598876.0,639961.0,589774.0,735431.0,699355.0,2100012,Regional School District 10,2100012
Regional School District 10,Instruction and Educational Media Services,2020220.0,2080362.0,2156853.0,2193516.0,2375601.0,2100012,Regional School District 10,2100012
Regional School District 10,Student Support Services,2140182.0,2249260.0,2354616.0,2103228.0,2105555.0,2100012,Regional School District 10,2100012
Regional School District 10,Administration and Support Services,2865727.0,3011394.0,3205544.0,3265405.0,3305089.0,2100012,Regional School District 10,2100012
Regional School District 10,Plant Operation and Maintenance,3378169.0,3470543.0,3637926.0,3782493.0,4024825.0,2100012,Regional School District 10,2100012
Regional School District 10,Transportation,2329451.0,2353452.0,2329094.0,2300829.0,2427816.0,2100012,Regional School District 10,2100012
Regional School District 10,Students Tuitioned Out,1312642.0,1563478.0,1804225.0,2026890.0,1684830.0,2100012,Regional School District 10,2100012
Regional School District 10,Other,0.0,0.0,0.0,0.0,0.0,2100012,Regional School District 10,2100012
Regional School District 10,Total Expenditures,33364142.0,34947138.0,35739624.0,36480869.0,36565424.0,2100012,Regional School District 10,2100012
Regional School District 11,Instructional Staff and Services,2848900.0,2517056.0,2615460.0,2634053.0,2702983.0,2110012,Regional School District 11,2110012
Regional School District 11,Instructional Supplies and Equipment,143921.0,102011.0,77110.0,75692.0,76708.0,2110012,Regional School District 11,2110012
Regional School District 11,Instruction and Educational Media Services,109850.0,108611.0,109521.0,113585.0,113979.0,2110012,Regional School District 11,2110012
Regional School District 11,Student Support Services,353128.0,401279.0,409148.0,406063.0,384165.0,2110012,Regional School District 11,2110012
Regional School District 11,Administration and Support Services,907028.0,1068290.0,1036707.0,1004396.0,986289.0,2110012,Regional School District 11,2110012
Regional School District 11,Plant Operation and Maintenance,638471.0,794206.0,631604.0,924640.0,649878.0,2110012,Regional School District 11,2110012
Regional School District 11,Transportation,417093.0,403926.0,490024.0,462258.0,467661.0,2110012,Regional School District 11,2110012
Regional School District 11,Students Tuitioned Out,852058.0,822147.0,971178.0,787600.0,935843.0,2110012,Regional School District 11,2110012
Regional School District 11,Other,222862.0,219292.0,214819.0,205600.0,222193.0,2110012,Regional School District 11,2110012
Regional School District 11,Total Expenditures,6493311.0,6436818.0,6555571.0,6613887.0,6539699.0,2110012,Regional School District 11,2110012
Regional School District 12,Instructional Staff and Services,11055143.0,10810151.0,10434477.0,9987032.0,9782166.0,2120012,Regional School District 12,2120012
Regional School District 12,Instructional Supplies and Equipment,519026.0,573827.0,809650.0,881759.0,705642.0,2120012,Regional School District 12,2120012
Regional School District 12,Instruction and Educational Media Services,813616.0,879949.0,899367.0,1010003.0,915097.0,2120012,Regional School District 12,2120012
Regional School District 12,Student Support Services,1650975.0,1639473.0,1787338.0,1874429.0,1718198.0,2120012,Regional School District 12,2120012
Regional School District 12,Administration and Support Services,1849879.0,1900603.0,2064009.0,2208900.0,2259663.0,2120012,Regional School District 12,2120012
