2007_08,2008_09,2009_10,2010_11,2011_12,2012_13,2013_14,2014_15,2015_16,2016_17,district,district_code,school,school_code,total,year
233,,,,,,,,,,Franklin School District,0530011,Franklin Elementary School,0530111,233,2007-08
575,,,,,,,,,,Glastonbury School District,0540011,Buttonball Lane School,0540211,575,2007-08
357,,,,,,,,,,Glastonbury School District,0540011,Eastbury School,0540311,357,2007-08
551,,,,,,,,,,Glastonbury School District,0540011,Gideon Welles School,0540811,551,2007-08
2065,,,,,,,,,,Glastonbury School District,0540011,Glastonbury High School,0546111,2065,2007-08
525,,,,,,,,,,Glastonbury School District,0540011,Hebron Avenue School,0540411,525,2007-08
542,,,,,,,,,,Glastonbury School District,0540011,Hopewell School,0540611,542,2007-08
481,,,,,,,,,,Glastonbury School District,0540011,Naubuc School,0540711,481,2007-08
675,,,,,,,,,,Glastonbury School District,0540011,Nayaug Elementary School,0540911,675,2007-08
1070,,,,,,,,,,Glastonbury School District,0540011,Smith Middle School,0545211,1070,2007-08
497,,,,,,,,,,Granby School District,0560011,Frank M. Kearns Primary School,0560111,497,2007-08
749,,,,,,,,,,Granby School District,0560011,Granby Memorial High School,0566111,749,2007-08
374,,,,,,,,,,Granby School District,0560011,Granby Memorial Middle School,0565111,374,2007-08
363,,,,,,,,,,Granby School District,0560011,Kelly Lane Primary School,0560411,363,2007-08
344,,,,,,,,,,Granby School District,0560011,Wells Road Intermediate School,0560311,344,2007-08
713,,,,,,,,,,Greenwich School District,0570011,Central Middle School,0575111,713,2007-08
407,,,,,,,,,,Greenwich School District,0570011,Cos Cob School,0570211,407,2007-08
725,,,,,,,,,,Greenwich School District,0570011,Eastern Middle School,0575211,725,2007-08
344,,,,,,,,,,Greenwich School District,0570011,Glenville School,0570411,344,2007-08
2693,,,,,,,,,,Greenwich School District,0570011,Greenwich High School,0576111,2693,2007-08
377,,,,,,,,,,Greenwich School District,0570011,Hamilton Avenue School,0570511,377,2007-08
372,,,,,,,,,,Greenwich School District,0570011,International School At Dundee,0571311,372,2007-08
327,,,,,,,,,,Greenwich School District,0570011,Julian Curtiss School,0570311,327,2007-08
229,,,,,,,,,,Greenwich School District,0570011,New Lebanon School,0570611,229,2007-08
454,,,,,,,,,,Greenwich School District,0570011,North Mianus School,0570711,454,2007-08
515,,,,,,,,,,Greenwich School District,0570011,North Street School,0570811,515,2007-08
454,,,,,,,,,,Greenwich School District,0570011,Old Greenwich School,0570911,454,2007-08
332,,,,,,,,,,Greenwich School District,0570011,Parkway School,0571111,332,2007-08
499,,,,,,,,,,Greenwich School District,0570011,Riverside School,0571011,499,2007-08
527,,,,,,,,,,Greenwich School District,0570011,Western Middle School,0575311,527,2007-08
906,,,,,,,,,,Griswold School District,0580011,Griswold Elementary School,0580311,906,2007-08
792,,,,,,,,,,Griswold School District,0580011,Griswold High School,0586211,792,2007-08
439,,,,,,,,,,Griswold School District,0580011,Griswold Middle School,0585111,439,2007-08
376,,,,,,,,,,Groton School District,0590011,Carl C. Cutler Middle School,0595311,376,2007-08
367,,,,,,,,,,Groton School District,0590011,Charles Barnum School,0591811,367,2007-08
353,,,,,,,,,,Groton School District,0590011,Claude Chester School,0590311,353,2007-08
139,,,,,,,,,,Groton School District,0590011,Colonel Ledyard School,0590411,139,2007-08
498,,,,,,,,,,Groton School District,0590011,Eastern Point School,0590511,498,2007-08
455,,,,,,,,,,Groton School District,0590011,Fitch Middle School,0595111,455,2007-08
282,,,,,,,,,,Groton School District,0590011,Mary Morrisson School,0591711,282,2007-08
240,,,,,,,,,,Groton School District,0590011,Noank School,0590911,240,2007-08
429,,,,,,,,,,Groton School District,0590011,Pleasant Valley School,0591211,429,2007-08
1414,,,,,,,,,,Groton School District,0590011,Robert E. Fitch High School,0596111,1414,2007-08
317,,,,,,,,,,Groton School District,0590011,S. B. Butler School,0590111,317,2007-08
293,,,,,,,,,,Groton School District,0590011,West Side Middle School,0595211,293,2007-08
608,,,,,,,,,,Guilford School District,0600011,A. Baldwin Middle School,0600711,608,2007-08
347,,,,,,,,,,Guilford School District,0600011,A. W. Cox School,0600611,347,2007-08
307,,,,,,,,,,Guilford School District,0600011,Calvin Leete School,0600411,307,2007-08
600,,,,,,,,,,Guilford School District,0600011,E. C. Adams Middle School,0605111,600,2007-08
1154,,,,,,,,,,Guilford School District,0600011,Guilford High School,0606111,1154,2007-08
449,,,,,,,,,,Guilford School District,0600011,Guilford Lakes School,0600211,449,2007-08
350,,,,,,,,,,Guilford School District,0600011,Melissa Jones School,0600311,350,2007-08
96,,,,,,,,,,Hamden School District,0620011,Alice Peck Learning Center,0628011,96,2007-08
464,,,,,,,,,,Hamden School District,0620011,Bear Path School,0621211,464,2007-08
382,,,,,,,,,,Hamden School District,0620011,Church Street School,0620211,382,2007-08
377,,,,,,,,,,Hamden School District,0620011,Dunbar Hill School,0620311,377,2007-08
2192,,,,,,,,,,Hamden School District,0620011,Hamden High School,0626111,2192,2007-08
913,,,,,,,,,,Hamden School District,0620011,Hamden Middle School,0625211,913,2007-08
*,,,,,,,,,,Hamden School District,0620011,Hamden Transition Academy,0629011,*,2007-08
343,,,,,,,,,,Hamden School District,0620011,Helen Street School,0620411,343,2007-08
348,,,,,,,,,,Hamden School District,0620011,Ridge Hill School,0621111,348,2007-08
330,,,,,,,,,,Hamden School District,0620011,Shepherd Glen School,0620111,330,2007-08
319,,,,,,,,,,Hamden School District,0620011,Spring Glen School,0621011,319,2007-08
495,,,,,,,,,,Hamden School District,0620011,West Woods School,0621411,495,2007-08
166,,,,,,,,,,Hampton School District,0630011,Hampton Elementary School,0630111,166,2007-08
434,,,,,,,,,,Hartford School District,0640011,Asian Studies Academy at Bellizzi School,0640711,434,2007-08
333,,,,,,,,,,Hartford School District,0640011,Barnard-Brown School,0640311,333,2007-08
578,,,,,,,,,,Hartford School District,0640011,Batchelder School,0640411,578,2007-08
403,,,,,,,,,,Hartford School District,0640011,Betances Early Reading Lab Magnet School,0642811,403,2007-08
320,,,,,,,,,,Hartford School District,0640011,Breakthrough Magnet School,0643311,320,2007-08
1484,,,,,,,,,,Hartford School District,0640011,Bulkeley High School Lower School,0646111,1484,2007-08
533,,,,,,,,,,Hartford School District,0640011,Burns Latino Studies Academy,0640611,533,2007-08
537,,,,,,,,,,Hartford School District,0640011,Burr School,0642311,537,2007-08
266,,,,,,,,,,Hartford School District,0640011,Capital Preparatory Magnet School,0646911,266,2007-08
442,,,,,,,,,,Hartford School District,0640011,Clark School,0642411,442,2007-08
620,,,,,,,,,,Hartford School District,0640011,Classical Magnet School,0646411,620,2007-08
447,,,,,,,,,,Hartford School District,0640011,Dr. Joseph Bellizzi Middle School,0645311,447,2007-08
403,,,,,,,,,,Hartford School District,0640011,Environmental Sciences Magnet at Hooker School,0640911,403,2007-08
598,,,,,,,,,,Hartford School District,0640011,Expeditionary Learning Academy at Moylan School,0643211,598,2007-08
461,,,,,,,,,,Hartford School District,0640011,Fox Middle School,0645111,461,2007-08
602,,,,,,,,,,Hartford School District,0640011,Hartford Magnet Trinity College Academy,0645411,602,2007-08
1569,,,,,,,,,,Hartford School District,0640011,Hartford Public High School,0646211,1569,2007-08
64,,,,,,,,,,Hartford School District,0640011,Hartford Transitional Learning Academy (Elementary),0649011,64,2007-08
55,,,,,,,,,,Hartford School District,0640011,Hartford Transitional Learning Academy (Secondary),0649111,55,2007-08
809,,,,,,,,,,Hartford School District,0640011,Kennelly School,0641011,809,2007-08
517,,,,,,,,,,Hartford School District,0640011,Kinsella Magnet School of Performing Arts,0641111,517,2007-08
12,,,,,,,,,,Hartford School District,0640011,Little Owls Learning Center,0648011,12,2007-08
824,,,,,,,,,,Hartford School District,0640011,M. D. Fox School,0640811,824,2007-08
600,,,,,,,,,,Hartford School District,0640011,"M. L. King, Jr. School",0641611,600,2007-08
440,,,,,,,,,,Hartford School District,0640011,McDonough Middle School,0641211,440,2007-08
360,,,,,,,,,,Hartford School District,0640011,Milner School,0641911,360,2007-08
564,,,,,,,,,,Hartford School District,0640011,Naylor/CCSU Leadership Academy,0641411,564,2007-08
596,,,,,,,,,,Hartford School District,0640011,Parkville Community School,0641511,596,2007-08
350,,,,,,,,,,Hartford School District,0640011,Pathways Academy of Technology and Design,0646611,350,2007-08
575,,,,,,,,,,Hartford School District,0640011,Quirk Middle School,0645211,575,2007-08
586,,,,,,,,,,Hartford School District,0640011,Rawson School,0641711,586,2007-08
366,,,,,,,,,,Hartford School District,0640011,SAND School,0640111,366,2007-08
560,,,,,,,,,,Hartford School District,0640011,STEM Magnet at Fisher School,0642511,560,2007-08
580,,,,,,,,,,Hartford School District,0640011,Sanchez School,0643011,580,2007-08
366,,,,,,,,,,Hartford School District,0640011,Simpson-Waverly School,0642611,366,2007-08
395,,,,,,,,,,Hartford School District,0640011,Sports and Medical Sciences Academy,0646511,395,2007-08
282,,,,,,,,,,Hartford School District,0640011,Twain School,0641811,282,2007-08
342,,,,,,,,,,Hartford School District,0640011,University High School of Science and Engineering,0646711,342,2007-08
1259,,,,,,,,,,Hartford School District,0640011,Weaver High School,0646311,1259,2007-08
620,,,,,,,,,,Hartford School District,0640011,Webster Micro Society Magnet School,0642011,620,2007-08
768,,,,,,,,,,Hartford School District,0640011,West Middle School,0642111,768,2007-08
437,,,,,,,,,,Hartford School District,0640011,Wish Museum School,0642211,437,2007-08
235,,,,,,,,,,Hartland School District,0650011,Hartland School,0650111,235,2007-08
507,,,,,,,,,,Hebron School District,0670011,Gilead Hill School,0670211,507,2007-08
697,,,,,,,,,,Hebron School District,0670011,Hebron Elementary School,0670111,697,2007-08
277,,,,,,,,,,Highville Charter School District,2860013,Highville Charter School,2860113,277,2007-08
330,,,,,,,,,,Integrated Day Charter School District,2640013,Integrated Day Charter School,2640113,330,2007-08
181,,,,,,,,,,Interdistrict School for Arts and Comm District,2650013,Interdistrict School For Arts And Communication,2655113,181,2007-08
369,,,,,,,,,,Jumoke Academy District,2610013,Jumoke Academy,2610113,369,2007-08
257,,,,,,,,,,Kent School District,0680011,Kent Center School,0680111,257,2007-08
71,,,,,,,,,,Killingly School District,0690011,Goodyear Early Childhood Center,0698011,71,2007-08
455,,,,,,,,,,Killingly School District,0690011,Killingly Central School,0690111,455,2007-08
836,,,,,,,,,,Killingly School District,0690011,Killingly High School,0696111,836,2007-08
819,,,,,,,,,,Killingly School District,0690011,Killingly Intermediate School,0695211,819,2007-08
531,,,,,,,,,,Killingly School District,0690011,Killingly Memorial School,0690311,531,2007-08
35,,,,,,,,,,Learn,2450014,Learn Special Education,2459014,35,2007-08
528,,,,,,,,,,Learn,2450014,Regional Multicultural Magnet School,2450114,528,2007-08
514,,,,,,,,,,Learn,2450014,The Friendship School,2450214,514,2007-08
512,,,,,,,,,,Lebanon School District,0710011,Lebanon Elementary School,0710111,512,2007-08
423,,,,,,,,,,Lebanon School District,0710011,Lebanon Middle School,0715111,423,2007-08
587,,,,,,,,,,Lebanon School District,0710011,Lyman Memorial High School,0716211,587,2007-08
230,,,,,,,,,,Ledyard School District,0720011,Gales Ferry School,0720211,230,2007-08
364,,,,,,,,,,Ledyard School District,0720011,Gallup Hill School,0720411,364,2007-08
385,,,,,,,,,,Ledyard School District,0720011,Juliet W. Long School,0720311,385,2007-08
423,,,,,,,,,,Ledyard School District,0720011,Ledyard Center School,0720111,423,2007-08
1059,,,,,,,,,,Ledyard School District,0720011,Ledyard High School,0726111,1059,2007-08
420,,,,,,,,,,Ledyard School District,0720011,Ledyard Middle School,0725111,420,2007-08
575,,,,,,,,,,Lisbon School District,0730011,Lisbon Central School,0730111,575,2007-08
337,,,,,,,,,,Litchfield School District,0740011,Center School,0740211,337,2007-08
624,,,,,,,,,,Litchfield School District,0740011,Litchfield High School,0746111,624,2007-08
250,,,,,,,,,,Litchfield School District,0740011,Litchfield Intermediate School,0740311,250,2007-08
1237,,,,,,,,,,Madison School District,0760011,Daniel Hand High School,0766111,1237,2007-08
600,,,,,,,,,,Madison School District,0760011,Dr. Robert H. Brown Middle School,0760611,600,2007-08
307,,,,,,,,,,Madison School District,0760011,Island Avenue Elementary School,0760211,307,2007-08
632,,,,,,,,,,Madison School District,0760011,J. Milton Jeffrey Elementary School,0760111,632,2007-08
348,,,,,,,,,,Madison School District,0760011,Kathleen H. Ryerson Elementary School,0760311,348,2007-08
645,,,,,,,,,,Madison School District,0760011,Walter C. Polson Upper Middle School,0765211,645,2007-08
343,,,,,,,,,,Manchester School District,0770011,Nathan Hale School,0770911,343,2007-08
490,,,,,,,,,,Manchester School District,0770011,Bowers School,0770111,490,2007-08
371,,,,,,,,,,Manchester School District,0770011,Buckley School,0770311,371,2007-08
296,,,,,,,,,,Manchester School District,0770011,Highland Park School,0770411,296,2007-08
915,,,,,,,,,,Manchester School District,0770011,Illing Middle School,0775311,915,2007-08
417,,,,,,,,,,Manchester School District,0770011,Keeney School,0770611,417,2007-08
2077,,,,,,,,,,Manchester School District,0770011,Manchester High School,0776111,2077,2007-08
46,,,,,,,,,,Manchester School District,0770011,Manchester Preschool Center,0778011,46,2007-08
90,,,,,,,,,,Manchester School District,0770011,Manchester Regional Academy,0779011,90,2007-08
227,,,,,,,,,,Manchester School District,0770011,Martin School,0771611,227,2007-08
413,,,,,,,,,,Manchester School District,0770011,Robertson School,0771011,413,2007-08
390,,,,,,,,,,Manchester School District,0770011,Verplanck School,0771211,390,2007-08
360,,,,,,,,,,Manchester School District,0770011,Waddell School,0771311,360,2007-08
395,,,,,,,,,,Manchester School District,0770011,Washington School,0771411,395,2007-08
262,,,,,,,,,,Mansfield School District,0780011,Annie E. Vinton School,0780411,262,2007-08
202,,,,,,,,,,Mansfield School District,0780011,Dorothy C. Goodwin School,0780211,202,2007-08
594,,,,,,,,,,Mansfield School District,0780011,Mansfield Middle School,0785111,594,2007-08
244,,,,,,,,,,Mansfield School District,0780011,Southeast Elementary School,0780511,244,2007-08
660,,,,,,,,,,Marlborough School District,0790011,Elmer Thienes-Mary Hall Elementary School,0790111,660,2007-08
622,,,,,,,,,,Meriden School District,0800011,Nathan Hale School,0800711,622,2007-08
434,,,,,,,,,,Meriden School District,0800011,Benjamin Franklin School,0800111,434,2007-08
733,,,,,,,,,,Meriden School District,0800011,Casimir Pulaski School,0801111,733,2007-08
1321,,,,,,,,,,Meriden School District,0800011,Francis T. Maloney High School,0806111,1321,2007-08
589,,,,,,,,,,Meriden School District,0800011,Hanover School,0800311,589,2007-08
623,,,,,,,,,,Meriden School District,0800011,Israel Putnam School,0800411,623,2007-08
538,,,,,,,,,,Meriden School District,0800011,John Barry School,0800511,538,2007-08
777,,,,,,,,,,Meriden School District,0800011,Lincoln Middle School,0805211,777,2007-08
1213,,,,,,,,,,Meriden School District,0800011,Orville H. Platt High School,0806211,1213,2007-08
590,,,,,,,,,,Meriden School District,0800011,Roger Sherman School,0800811,590,2007-08
507,,,,,,,,,,Meriden School District,0800011,Thomas Hooker School,0801011,507,2007-08
868,,,,,,,,,,Meriden School District,0800011,Washington Middle School,0805411,868,2007-08
351,,,,,,,,,,Middletown School District,0830011,Bielefield School,0830211,351,2007-08
24,,,,,,,,,,Middletown School District,0830011,DEAL Program,0839011,24,2007-08
309,,,,,,,,,,Middletown School District,0830011,Farm Hill School,0830511,309,2007-08
