district,language,students,els,district_code,check_dist_col
Derby School District,Armenian,<=5,<=5,0370011,Derby School District
Derby School District,Bengali,<=5,<=5,0370011,Derby School District
Derby School District,Gujarati,6,<=5,0370011,Derby School District
Derby School District,Creole-Haitian,<=5,<=5,0370011,Derby School District
Derby School District,Hungarian,<=5,<=5,0370011,Derby School District
Derby School District,Korean,<=5,<=5,0370011,Derby School District
Derby School District,Pashto,<=5,<=5,0370011,Derby School District
Derby School District,Akan,<=5,<=5,0370011,Derby School District
Derby School District,Serbo-Croatian,10,<=5,0370011,Derby School District
Derby School District,Ukrainian,<=5,<=5,0370011,Derby School District
Derby School District,Urdu,<=5,<=5,0370011,Derby School District
Derby School District,Vietnamese,<=5,<=5,0370011,Derby School District
Derby School District,Kurdish,<=5,<=5,0370011,Derby School District
Derby School District,Mandarin,<=5,<=5,0370011,Derby School District
East Granby School District,Spanish,13,<=5,0400011,East Granby School District
East Granby School District,Lao,<=5,<=5,0400011,East Granby School District
East Granby School District,Polish,<=5,<=5,0400011,East Granby School District
East Granby School District,Albanian,<=5,<=5,0400011,East Granby School District
East Granby School District,Bengali,<=5,<=5,0400011,East Granby School District
East Granby School District,Korean,<=5,<=5,0400011,East Granby School District
East Granby School District,Punjabi,<=5,<=5,0400011,East Granby School District
East Granby School District,Rumanian,<=5,<=5,0400011,East Granby School District
East Granby School District,Russian,<=5,<=5,0400011,East Granby School District
East Granby School District,Tamil,<=5,<=5,0400011,East Granby School District
East Granby School District,Telugu,9,<=5,0400011,East Granby School District
East Granby School District,Vietnamese,<=5,<=5,0400011,East Granby School District
East Granby School District,Nepali,<=5,<=5,0400011,East Granby School District
East Granby School District,Mandarin,8,<=5,0400011,East Granby School District
East Granby School District,Newari,<=5,<=5,0400011,East Granby School District
East Haddam School District,Spanish,6,<=5,0410011,East Haddam School District
East Haddam School District,Swedish,<=5,<=5,0410011,East Haddam School District
East Haddam School District,Kambaata,<=5,<=5,0410011,East Haddam School District
East Hampton School District,Spanish,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Portuguese,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Italian,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Polish,16,<=5,0420011,East Hampton School District
East Hampton School District,Bengali,<=5,<=5,0420011,East Hampton School District
East Hampton School District,French,<=5,<=5,0420011,East Hampton School District
East Hampton School District,German,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Hindi,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Korean,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Pushto,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Russian,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Somali,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Ukrainian,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Cantonese,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Mandarin,<=5,<=5,0420011,East Hampton School District
East Hampton School District,Sinhala,<=5,<=5,0420011,East Hampton School District
East Hartford School District,Spanish,872,560,0430011,East Hartford School District
East Hartford School District,Portuguese,6,<=5,0430011,East Hartford School District
East Hartford School District,Lao,24,8,0430011,East Hartford School District
East Hartford School District,Polish,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Greek,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Albanian,<=5,<=5,0430011,East Hartford School District
East Hartford School District,French,11,6,0430011,East Hartford School District
East Hartford School District,Ganda,<=5,<=5,0430011,East Hartford School District
East Hartford School District,German,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Gujarati,21,9,0430011,East Hartford School District
East Hartford School District,Creole-Haitian,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Hausa,6,<=5,0430011,East Hartford School District
East Hartford School District,Hindi,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Kannada,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Korean,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Akan,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Rumanian,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Russian,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Somali,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Swahili,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Pilipino (Filipino),<=5,<=5,0430011,East Hartford School District
East Hartford School District,Tamil,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Telugu,<=5,<=5,0430011,East Hartford School District
East Hartford School District,Twi/Fante,51,32,0430011,East Hartford School District
East Hartford School District,Urdu,9,<=5,0430011,East Hartford School District
East Hartford School District,Vietnamese,84,36,0430011,East Hartford School District
East Hartford School District,Amharic,<=5,<=5,0430011,East Hartford School District
