school_code,district_code,district,school,free,non_subsidized,reduced,total,year
1695111,1690011,Woodstock School District,Woodstock Middle School,40,372,19,431,2008-09
2880113,2880013,Achievement First Hartford Academy Inc. District,Achievement First Hartford Academy Inc.,251,139,50,440,2009-10
2795113,2790013,Amistad Academy District,Amistad Academy,378,251,115,744,2009-10
0010111,0010011,Andover School District,Andover Elementary School,22,302,12,336,2009-10
0026111,0020011,Ansonia School District,Ansonia High School,352,333,92,777,2009-10
0025111,0020011,Ansonia School District,Ansonia Middle School,168,256,53,477,2009-10
0020311,0020011,Ansonia School District,Mead School,348,253,59,660,2009-10
0020811,0020011,Ansonia School District,Prendergast School,389,293,129,811,2009-10
2446114,2440014,Area Cooperative Educational Services,Collaborative Alternative Magnet School,52,43,15,110,2009-10
2449414,2440014,Area Cooperative Educational Services,Mill Road School,106,27,15,148,2009-10
2445114,2440014,Area Cooperative Educational Services,Thomas Edison Magnet Middle School,342,291,100,733,2009-10
2449514,2440014,Area Cooperative Educational Services,Village School,51,109,16,176,2009-10
2449214,2440014,Area Cooperative Educational Services,Whitney High School East,99,16,8,123,2009-10
2449114,2440014,Area Cooperative Educational Services,Whitney High School North,78,11,11,100,2009-10
2449314,2440014,Area Cooperative Educational Services,Whitney High School West,43,*,*,56,2009-10
2440314,2440014,Area Cooperative Educational Services,Wintergreen Interdistrict  Magnet School,143,412,75,630,2009-10
0030111,0030011,Ashford School District,Ashford School,72,371,32,475,2009-10
0046111,0040011,Avon School District,Avon High School,17,1043,19,1079,2009-10
0045111,0040011,Avon School District,Avon Middle School,14,576,11,601,2009-10
0040411,0040011,Avon School District,Pine Grove School,30,615,10,655,2009-10
0040311,0040011,Avon School District,Roaring Brook School,11,663,8,682,2009-10
0040511,0040011,Avon School District,Thompson Brook School,19,539,10,568,2009-10
0050111,0050011,Barkhamsted School District,Barkhamsted Elementary School,*,328,*,345,2009-10
0058011,0050011,Barkhamsted School District,Shared Services Integrated Preschool,0,22,0,22,2009-10
0076111,0070011,Berlin School District,Berlin High School,46,962,14,1022,2009-10
0075111,0070011,Berlin School District,Catherine M. McGee Middle School,34,689,10,733,2009-10
0070411,0070011,Berlin School District,Emma Hart Willard School,40,542,6,588,2009-10
0070511,0070011,Berlin School District,Mary E. Griswold School,20,532,12,564,2009-10
0070111,0070011,Berlin School District,Richard D. Hubbard School,11,235,6,252,2009-10
0080111,0080011,Bethany School District,Bethany Community School,12,495,8,515,2009-10
0090411,0090011,Bethel School District,Anna H. Rockwell School,40,363,17,420,2009-10
0096111,0090011,Bethel School District,Bethel High School,69,881,37,987,2009-10
0095111,0090011,Bethel School District,Bethel Middle School,81,580,42,703,2009-10
0090111,0090011,Bethel School District,Frank A. Berry School,44,444,9,497,2009-10
0090511,0090011,Bethel School District,Ralph M. T. Johnson School,55,365,15,435,2009-10
0116111,0110011,Bloomfield School District,Bloomfield High School,216,339,74,629,2009-10
0110711,0110011,Bloomfield School District,Carmen Arace Intermediate School,101,141,52,294,2009-10
0115211,0110011,Bloomfield School District,Carmen Arace Middle School,134,137,43,314,2009-10
0110311,0110011,Bloomfield School District,J. P. Vincent School,94,141,19,254,2009-10
0110611,0110011,Bloomfield School District,Laurel School,95,145,24,264,2009-10
0110511,0110011,Bloomfield School District,Metacomet School,76,79,27,182,2009-10
0116211,0110011,Bloomfield School District,The Big Picture High School,28,51,9,88,2009-10
0110811,0110011,Bloomfield School District,Wintonbury Early Childhood Magnet School,19,223,12,254,2009-10
0120111,0120011,Bolton School District,Bolton Center School,36,527,20,583,2009-10
0126111,0120011,Bolton School District,Bolton High School,15,276,6,297,2009-10
0130111,0130011,Bozrah School District,Fields Memorial School,23,214,19,256,2009-10
0146111,0140011,Branford School District,Branford High School,107,949,53,1109,2009-10
0145111,0140011,Branford School District,Francis Walsh Intermediate School,148,886,79,1113,2009-10
0148011,0140011,Branford School District,Indian Neck School,*,51,*,58,2009-10
0141611,0140011,Branford School District,John B. Sliney School,59,269,33,361,2009-10
0141511,0140011,Branford School District,Mary R. Tisko School,31,373,24,428,2009-10
0141411,0140011,Branford School District,Mary T. Murphy School,78,313,42,433,2009-10
2850113,2850013,Bridgeport Achievement First District,Achievement First Bridgeport Academy,122,79,37,238,2009-10
0150111,0150011,Bridgeport School District,Barnum School,625,0,6,631,2009-10
0156111,0150011,Bridgeport School District,Bassick High School,1115,12,26,1153,2009-10
0150211,0150011,Bridgeport School District,Beardsley School,368,*,*,375,2009-10
0150311,0150011,Bridgeport School District,Black Rock School,250,*,*,257,2009-10
0154011,0150011,Bridgeport School District,Blackham School,1017,26,26,1069,2009-10
0159011,0150011,Bridgeport School District,Bridgeport Learning Center,*,0,*,53,2009-10
0150411,0150011,Bridgeport School District,Bryant School,401,0,0,401,2009-10
0156211,0150011,Bridgeport School District,Central High School,2001,80,136,2217,2009-10
0151411,0150011,Bridgeport School District,Cesar Batalla School,1048,*,*,1061,2009-10
0152111,0150011,Bridgeport School District,Classical Studies Academy,314,6,8,328,2009-10
0150511,0150011,Bridgeport School District,Columbus School,675,*,*,682,2009-10
0153911,0150011,Bridgeport School District,Cross School,370,*,*,380,2009-10
0154211,0150011,Bridgeport School District,Curiale School,559,*,*,579,2009-10
0154111,0150011,Bridgeport School District,Dunbar School,318,0,6,324,2009-10
0150711,0150011,Bridgeport School District,Edison School,*,0,*,266,2009-10
0153211,0150011,Bridgeport School District,Geraldine Johnson School,820,*,*,839,2009-10
0151111,0150011,Bridgeport School District,Hall School,269,*,*,277,2009-10
0151211,0150011,Bridgeport School District,Hallen School,328,6,6,340,2009-10
0156311,0150011,Bridgeport School District,Harding High School,1471,13,61,1545,2009-10
0154511,0150011,Bridgeport School District,High Horizons Magnet School,376,50,6,432,2009-10
0151311,0150011,Bridgeport School District,Hooker School,426,23,12,461,2009-10
0152211,0150011,Bridgeport School District,Jettie S. Tisdale School,602,*,*,620,2009-10
0151911,0150011,Bridgeport School District,Longfellow School,416,0,6,422,2009-10
0151011,0150011,Bridgeport School District,Luis Munoz Marin School,861,*,*,867,2009-10
0152011,0150011,Bridgeport School District,Madison School,550,*,*,562,2009-10
0159511,0150011,Bridgeport School District,Make The Grade,54,0,0,54,2009-10
0154611,0150011,Bridgeport School District,Multicultural Magnet School,424,9,18,451,2009-10
0159411,0150011,Bridgeport School District,New Start Program,*,0,*,46,2009-10
0158011,0150011,Bridgeport School District,Parent-Children Program,*,0,0,*,2009-10
0159211,0150011,Bridgeport School District,Park City Academy,*,0,*,17,2009-10
0151711,0150011,Bridgeport School District,Park City Magnet School,463,27,22,512,2009-10
0152511,0150011,Bridgeport School District,Read School,858,*,*,863,2009-10
0152611,0150011,Bridgeport School District,Roosevelt School,520,0,6,526,2009-10
0154411,0150011,Bridgeport School District,Skane Center,*,0,*,243,2009-10
0159111,0150011,Bridgeport School District,The University School,*,0,*,28,2009-10
0153011,0150011,Bridgeport School District,Waltersville School,496,8,18,522,2009-10
0153611,0150011,Bridgeport School District,Winthrop School,641,32,51,724,2009-10
0179011,0170011,Bristol School District,Alternative Special Education Program (ASEP),*,*,0,19,2009-10
0176111,0170011,Bristol School District,Bristol Central High School,389,861,114,1364,2009-10
0176211,0170011,Bristol School District,Bristol Eastern High School,272,916,117,1305,2009-10
0175111,0170011,Bristol School District,Chippens Hill Middle School,337,489,84,910,2009-10
0170711,0170011,Bristol School District,Clara T. O'Connell School,249,84,42,375,2009-10
0170111,0170011,Bristol School District,Clarence A. Bingham School,83,134,19,236,2009-10
0179211,0170011,Bristol School District,Community/Vocational Program,*,7,*,13,2009-10
0170311,0170011,Bristol School District,Edgewood School,115,222,18,355,2009-10
0171411,0170011,Bristol School District,Ellen P. Hubbell School,167,294,50,511,2009-10
0170511,0170011,Bristol School District,Greene-Hills School,115,220,27,362,2009-10
0171911,0170011,Bristol School District,Ivy Drive School,91,244,24,359,2009-10
0170611,0170011,Bristol School District,John J. Jennings School,56,264,21,341,2009-10
0175311,0170011,Bristol School District,Memorial Boulevard Middle School,170,312,62,544,2009-10
0171711,0170011,Bristol School District,Mountain View School,77,254,36,367,2009-10
0175211,0170011,Bristol School District,Northeast Middle School,123,392,70,585,2009-10
0171111,0170011,Bristol School District,South Side School,169,348,49,566,2009-10
0171211,0170011,Bristol School District,Stafford School,144,306,30,480,2009-10
0186111,0180011,Brookfield School District,Brookfield High School,26,975,15,1016,2009-10
0180311,0180011,Brookfield School District,Center Elementary School,16,396,7,419,2009-10
0180411,0180011,Brookfield School District,Huckleberry Hill Elementary School,23,511,12,546,2009-10
0185311,0180011,Brookfield School District,Whisconier Middle School,18,882,17,917,2009-10
0190111,0190011,Brooklyn School District,Brooklyn Elementary School,97,460,19,576,2009-10
0195111,0190011,Brooklyn School District,Brooklyn Middle School,65,298,23,386,2009-10
0210111,0210011,Canaan School District,Lee H. Kellogg School,11,84,0,95,2009-10
0220211,0220011,Canterbury School District,Canterbury Elementary School,41,267,21,329,2009-10
0225111,0220011,Canterbury School District,Dr. Helen Baldwin Middle School,25,184,13,222,2009-10
0236111,0230011,Canton School District,Canton High School,19,483,12,514,2009-10
0230311,0230011,Canton School District,Canton Intermediate School,*,369,*,388,2009-10
0235111,0230011,Canton School District,Canton Middle School,*,278,*,291,2009-10
0230211,0230011,Canton School District,Cherry Brook Primary School,*,552,*,569,2009-10
2415114,2410014,Capitol Region Education Council,Academy of Aerospace and Engineering,57,92,19,168,2009-10
2419214,2410014,Capitol Region Education Council,Farmington Valley Regional Diagnostic Center,*,17,*,25,2009-10
2410114,2410014,Capitol Region Education Council,Glastonbury/East Hartford Magnet School,42,199,20,261,2009-10
2416314,2410014,Capitol Region Education Council,Great Path Academy at MCC,90,119,25,234,2009-10
2416414,2410014,Capitol Region Education Council,Greater Hartford Academy of  the Arts High School - Full Time,89,159,26,274,2009-10
2419414,2410014,Capitol Region Education Council,Integrated Program Models,*,*,0,9,2009-10
2410414,2410014,Capitol Region Education Council,International Magnet School for Global Citizenship,49,114,19,182,2009-10
2419014,2410014,Capitol Region Education Council,John J. Allison Polaris Center,41,*,*,53,2009-10
2419614,2410014,Capitol Region Education Council,Lincoln Academy Regional Interdistrict Collaborative,*,*,0,*,2009-10
2416114,2410014,Capitol Region Education Council,Metropolitan Learning Center for Global and International Studies,193,427,93,713,2009-10
2413114,2410014,Capitol Region Education Council,Montessori Magnet School,77,226,33,336,2009-10
2415214,2410014,Capitol Region Education Council,Public Safety Academy,91,98,27,216,2009-10
2410314,2410014,Capitol Region Education Council,Reggio Magnet School of the Arts,54,105,12,171,2009-10
2419514,2410014,Capitol Region Education Council,River Street Early Learning Center (Site 2),0,52,0,52,2009-10
2419314,2410014,Capitol Region Education Council,River Street School,0,152,0,152,2009-10
2419114,2410014,Capitol Region Education Council,Soundbridge,*,*,0,89,2009-10
2415014,2410014,Capitol Region Education Council,Two Rivers Magnet Middle School,200,333,59,592,2009-10
2410214,2410014,Capitol Region Education Council,University of Hartford Magnet School,140,226,52,418,2009-10
0240211,0240011,Chaplin School District,Chaplin Elementary School,*,148,*,173,2009-10
2870113,2870013,Charter School for Young Children on Asylum Hill District,Charter School for Young Children on Asylum Hill  Inc.,55,112,18,185,2009-10
0250111,0250011,Cheshire School District,Chapman School,*,309,*,325,2009-10
0256111,0250011,Cheshire School District,Cheshire High School,57,1462,30,1549,2009-10
0250211,0250011,Cheshire School District,Darcey School,0,395,0,395,2009-10
0255111,0250011,Cheshire School District,Dodd Middle School,26,774,15,815,2009-10
0250611,0250011,Cheshire School District,Doolittle School,25,483,8,516,2009-10
0250411,0250011,Cheshire School District,Highland School,33,790,17,840,2009-10
0259011,0250011,Cheshire School District,Humiston School,*,*,0,17,2009-10
0250511,0250011,Cheshire School District,Norton School,20,455,17,492,2009-10
