"Smarter Balanced Assessments, 2015-16"
"All Districts, ELA and Math, All Grades Combined, All Students"

"",,,,,,,,,"Level 1Not Met",,"Level 2Approaching",,"Level 3Met",,"Level 4Exceeded",,"Level 3&4Met or Exceeded",
"District","District Code","School","School Code","Subject","Total Numberof Students","Total NumberTested","Smarter BalancedParticipationRate","Total Number with Scored Tests","Level 1 Not Met  Count","%","Level 2 Approaching  Count","%","Level 3 Met  Count","%","Level 4 Exceeded  Count","%","Level 3&4 Met or Exceeded Count","%"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Math",283,270,95.4,270,36,13.3,53,19.6,68,25.2,113,41.9,181,67.0
"New London School District","=""0950011""","Jennings School","=""0950311""","ELA",278,276,99.3,274,149,54.4,56,20.4,48,17.5,21,7.7,69,25.2
"New London School District","=""0950011""","Jennings School","=""0950311""","Math",279,275,98.6,272,171,62.9,65,23.9,28,10.3,8,2.9,36,13.2
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","ELA",601,596,99.2,596,279,46.8,174,29.2,119,20.0,24,4.0,143,24.0
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Math",600,594,99.0,593,318,53.6,200,33.7,55,9.3,20,3.4,75,12.6
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","ELA",278,278,100.0,278,115,41.4,60,21.6,65,23.4,38,13.7,103,37.1
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Math",278,277,99.6,277,135,48.7,79,28.5,50,18.1,13,4.7,63,22.7
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","ELA",271,270,99.6,270,103,38.1,72,26.7,51,18.9,44,16.3,95,35.2
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Math",272,271,99.6,271,115,42.4,77,28.4,50,18.5,29,10.7,79,29.2
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","ELA",961,930,96.8,930,205,22.0,228,24.5,281,30.2,216,23.2,497,53.4
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Math",961,927,96.5,927,159,17.2,272,29.3,309,33.3,187,20.2,496,53.5
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","ELA",1013,936,92.4,936,205,21.9,230,24.6,337,36.0,164,17.5,501,53.5
"New Milford School District","=""0960011""","Schaghticoke Middle School","=""0965211""","Math",1013,906,89.4,906,263,29.0,282,31.1,205,22.6,156,17.2,361,39.8
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","ELA",191,189,99.0,189,24,12.7,40,21.2,48,25.4,77,40.7,125,66.1
"Newington School District","=""0940011""","Anna Reynolds School","=""0940611""","Math",191,189,99.0,189,19,10.1,44,23.3,70,37.0,56,29.6,126,66.7
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","ELA",116,116,100.0,116,26,22.4,22,19.0,29,25.0,39,33.6,68,58.6
"Newington School District","=""0940011""","Elizabeth Green School","=""0940211""","Math",116,116,100.0,116,19,16.4,36,31.0,37,31.9,24,20.7,61,52.6
"Newington School District","=""0940011""","John Paterson School","=""0940811""","ELA",160,160,100.0,160,21,13.1,28,17.5,54,33.8,57,35.6,111,69.4
"Newington School District","=""0940011""","John Paterson School","=""0940811""","Math",160,160,100.0,160,18,11.3,40,25.0,62,38.8,40,25.0,102,63.8
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","ELA",662,660,99.7,660,120,18.2,154,23.3,254,38.5,132,20.0,386,58.5
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Math",661,659,99.7,659,166,25.2,195,29.6,162,24.6,136,20.6,298,45.2
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","ELA",615,614,99.8,614,134,21.8,173,28.2,206,33.6,101,16.4,307,50.0
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Math",615,613,99.7,613,125,20.4,201,32.8,170,27.7,117,19.1,287,46.8
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","ELA",152,152,100.0,152,23,15.1,33,21.7,50,32.9,46,30.3,96,63.2
"Newington School District","=""0940011""","Ruth Chaffee School","=""0940711""","Math",152,151,99.3,151,19,12.6,46,30.5,54,35.8,32,21.2,86,57.0
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","ELA",136,135,99.3,135,"*","*","*","*",46,34.1,62,45.9,108,80.0
"Newtown School District","=""0970011""","Hawley Elementary School","=""0970111""","Math",136,135,99.3,135,"*","*","*","*",42,31.1,61,45.2,103,76.3
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","ELA",152,150,98.7,150,6,4.0,12,8.0,33,22.0,99,66.0,132,88.0
"Newtown School District","=""0970011""","Head O'Meadow Elementary School","=""0970411""","Math",152,150,98.7,150,"*","*","*","*",46,30.7,74,49.3,120,80.0
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","ELA",161,161,100.0,161,24,14.9,23,14.3,50,31.1,64,39.8,114,70.8
"Newtown School District","=""0970011""","Middle Gate Elementary School","=""0970311""","Math",161,161,100.0,161,15,9.3,41,25.5,58,36.0,47,29.2,105,65.2
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","ELA",803,800,99.6,800,48,6.0,151,18.9,359,44.9,242,30.3,601,75.1
"Newtown School District","=""0970011""","Newtown Middle School","=""0975111""","Math",803,798,99.4,798,60,7.5,159,19.9,224,28.1,355,44.5,579,72.6
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","ELA",691,681,98.6,681,62,9.1,120,17.6,268,39.4,231,33.9,499,73.3
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Math",691,681,98.6,681,65,9.5,151,22.2,209,30.7,256,37.6,465,68.3
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","ELA",136,136,100.0,136,18,13.2,21,15.4,38,27.9,59,43.4,97,71.3
"Newtown School District","=""0970011""","Sandy Hook Elementary School","=""0970211""","Math",136,136,100.0,136,19,14.0,31,22.8,51,37.5,35,25.7,86,63.2
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","ELA",57,57,100.0,57,12,21.1,13,22.8,13,22.8,19,33.3,32,56.1
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Math",57,57,100.0,57,10,17.5,16,28.1,19,33.3,12,21.1,31,54.4
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","ELA",476,453,95.2,453,79,17.4,114,25.2,167,36.9,93,20.5,260,57.4
"North Branford School District","=""0990011""","North Branford Intermediate School","=""0995111""","Math",476,453,95.2,453,107,23.6,154,34.0,112,24.7,80,17.7,192,42.4
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","ELA",396,385,97.2,385,52,13.5,87,22.6,116,30.1,130,33.8,246,63.9
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Math",396,385,97.2,385,56,14.5,126,32.7,124,32.2,79,20.5,203,52.7
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","ELA",157,155,98.7,155,29,18.7,35,22.6,51,32.9,40,25.8,91,58.7
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Math",157,155,98.7,155,31,20.0,48,31.0,53,34.2,23,14.8,76,49.0
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","ELA",170,170,100.0,170,19,11.2,36,21.2,53,31.2,62,36.5,115,67.6
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Math",170,170,100.0,170,19,11.2,55,32.4,52,30.6,44,25.9,96,56.5
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","ELA",161,155,96.3,155,11,7.1,19,12.3,42,27.1,83,53.5,125,80.6
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Math",161,155,96.3,155,18,11.6,36,23.2,46,29.7,55,35.5,101,65.2
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","ELA",168,168,100.0,168,20,11.9,24,14.3,54,32.1,70,41.7,124,73.8
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Math",168,168,100.0,168,18,10.7,51,30.4,58,34.5,41,24.4,99,58.9
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","ELA",777,749,96.4,749,81,10.8,158,21.1,309,41.3,201,26.8,510,68.1
"North Haven School District","=""1010011""","North Haven Middle School","=""1015211""","Math",777,745,95.9,745,108,14.5,211,28.3,208,27.9,218,29.3,426,57.2
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","ELA",201,198,98.5,198,21,10.6,24,12.1,43,21.7,110,55.6,153,77.3
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Math",201,198,98.5,198,15,7.6,40,20.2,57,28.8,86,43.4,143,72.2
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","ELA",165,164,99.4,164,"*","*","*","*",47,28.7,99,60.4,146,89.0
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Math",165,164,99.4,164,"*","*","*","*",41,25.0,111,67.7,152,92.7
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","ELA",175,174,99.4,174,"*","*",36,20.7,83,47.7,"*","*","*","*"
"North Stonington School District","=""1020011""","Wheeler Middle School","=""1025111""","Math",175,173,98.9,173,"*","*",64,37.0,53,30.6,"*","*","*","*"
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","ELA",211,211,100.0,208,61,29.3,54,26.0,51,24.5,42,20.2,93,44.7
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Math",211,211,100.0,211,60,28.4,74,35.1,49,23.2,28,13.3,77,36.5
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","ELA",151,147,97.4,146,32,21.9,23,15.8,46,31.5,45,30.8,91,62.3
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Math",151,147,97.4,146,36,24.7,47,32.2,33,22.6,30,20.5,63,43.2
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","ELA",213,211,99.1,211,33,15.6,40,19.0,56,26.5,82,38.9,138,65.4
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Math",213,211,99.1,211,44,20.9,57,27.0,66,31.3,44,20.9,110,52.1
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","ELA",194,194,100.0,193,55,28.5,34,17.6,63,32.6,41,21.2,104,53.9
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Math",194,194,100.0,193,47,24.4,66,34.2,50,25.9,30,15.5,80,41.5
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","ELA",297,296,99.7,296,79,26.7,77,26.0,83,28.0,57,19.3,140,47.3
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Math",297,296,99.7,296,83,28.0,103,34.8,72,24.3,38,12.8,110,37.2
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","ELA",277,275,99.3,275,104,37.8,69,25.1,61,22.2,41,14.9,102,37.1
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Math",277,275,99.3,275,97,35.3,84,30.5,62,22.5,32,11.6,94,34.2
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","ELA",231,230,99.6,230,55,23.9,67,29.1,58,25.2,50,21.7,108,47.0
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Math",231,230,99.6,230,66,28.7,71,30.9,57,24.8,36,15.7,93,40.4
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","ELA",208,207,99.5,207,41,19.8,65,31.4,48,23.2,53,25.6,101,48.8
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Math",208,207,99.5,207,46,22.2,70,33.8,66,31.9,25,12.1,91,44.0
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","ELA",670,657,98.1,657,173,26.3,180,27.4,209,31.8,95,14.5,304,46.3
"Norwalk School District","=""1030011""","Nathan Hale Middle School","=""1035211""","Math",670,655,97.8,655,249,38.0,214,32.7,124,18.9,68,10.4,192,29.3
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","ELA",660,659,99.8,656,208,31.7,186,28.4,201,30.6,61,9.3,262,39.9
"Norwalk School District","=""1030011""","Ponus Ridge Middle School","=""1035311""","Math",659,657,99.7,656,373,56.9,152,23.2,81,12.3,50,7.6,131,20.0
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","ELA",477,477,100.0,477,125,26.2,124,26.0,134,28.1,94,19.7,228,47.8
"Norwalk School District","=""1030011""","Roton Middle School","=""1035511""","Math",477,477,100.0,477,185,38.8,148,31.0,75,15.7,69,14.5,144,30.2
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","ELA",202,200,99.0,199,27,13.6,28,14.1,52,26.1,92,46.2,144,72.4
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Math",202,199,98.5,198,23,11.6,54,27.3,52,26.3,69,34.8,121,61.1
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","ELA",250,250,100.0,250,77,30.8,69,27.6,52,20.8,52,20.8,104,41.6
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Math",250,250,100.0,250,62,24.8,93,37.2,65,26.0,30,12.0,95,38.0
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","ELA",195,194,99.5,194,62,32.0,42,21.6,57,29.4,33,17.0,90,46.4
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Math",195,193,99.0,193,63,32.6,61,31.6,45,23.3,24,12.4,69,35.8
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","ELA",670,666,99.4,665,205,30.8,187,28.1,201,30.2,72,10.8,273,41.1
"Norwalk School District","=""1030011""","West Rocks Middle School","=""1035411""","Math",669,663,99.1,662,295,44.6,203,30.7,93,14.0,71,10.7,164,24.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","ELA",156,156,100.0,155,33,21.3,37,23.9,33,21.3,52,33.5,85,54.8
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Math",156,156,100.0,156,46,29.5,41,26.3,36,23.1,33,21.2,69,44.2
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","ELA",162,161,99.4,161,66,41.0,40,24.8,36,22.4,19,11.8,55,34.2
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Math",162,161,99.4,161,61,37.9,60,37.3,27,16.8,13,8.1,40,24.8
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","ELA",737,731,99.2,730,287,39.3,214,29.3,195,26.7,34,4.7,229,31.4
"Norwich School District","=""1040011""","Kelly Middle School","=""1045111""","Math",736,730,99.2,728,378,51.9,231,31.7,86,11.8,33,4.5,119,16.3
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","ELA",212,210,99.1,210,97,46.2,44,21.0,44,21.0,25,11.9,69,32.9
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Math",211,209,99.1,209,87,41.6,81,38.8,31,14.8,10,4.8,41,19.6
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","ELA",174,172,98.9,172,47,27.3,36,20.9,44,25.6,45,26.2,89,51.7
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Math",174,172,98.9,172,42,24.4,58,33.7,35,20.3,37,21.5,72,41.9
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","ELA",340,340,100.0,340,149,43.8,82,24.1,81,23.8,28,8.2,109,32.1
"Norwich School District","=""1040011""","Teachers' Memorial Middle School","=""1045211""","Math",340,340,100.0,340,171,50.3,104,30.6,52,15.3,13,3.8,65,19.1
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","ELA",135,135,100.0,135,43,31.9,33,24.4,30,22.2,29,21.5,59,43.7
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Math",135,135,100.0,135,44,32.6,53,39.3,26,19.3,12,8.9,38,28.1
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","ELA",113,113,100.0,113,62,54.9,30,26.5,12,10.6,9,8.0,21,18.6
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Math",113,113,100.0,113,60,53.1,31,27.4,16,14.2,6,5.3,22,19.5
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","ELA",166,166,100.0,166,78,47.0,40,24.1,32,19.3,16,9.6,48,28.9
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Math",165,165,100.0,165,76,46.1,56,33.9,21,12.7,12,7.3,33,20.0
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","ELA","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Virtual Learning Academy","=""1049211""","Math","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","ELA",116,116,100.0,116,48,41.4,27,23.3,28,24.1,13,11.2,41,35.3
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Math",116,116,100.0,116,61,52.6,31,26.7,"*","*","*","*",24,20.7
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","ELA",216,215,99.5,215,42,19.5,53,24.7,78,36.3,42,19.5,120,55.8
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Math",216,215,99.5,215,69,32.1,66,30.7,56,26.0,24,11.2,80,37.2
