"Smarter Balanced Growth Report, 2015-16"
"All Districts, ELL"

"District Code","District","School Code","School","Subject","English Learner Status (EL)","Number ofMatched Students","Growth Rate","Average Percentageof Target Achieved"
"=""0930011""","New Haven School District","=""0933011""","King/Robinson Magnet School","Math","Non-ELL",224,"41.1%","63.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELA","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","ELA","Non-ELL","*","45.7%","78.9%"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Math","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0932011""","Lincoln-Bassett School","Math","Non-ELL","*","71.3%","95.0%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELA","ELL",15,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","ELA","Non-ELL",212,"49.1%","70.7%"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Math","ELL",15,"*","*"
"=""0930011""","New Haven School District","=""0931911""","Mauro-Sheridan Magnet School","Math","Non-ELL",209,"47.8%","69.7%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELA","ELL",17,"*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","ELA","Non-ELL",213,"42.7%","65.6%"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Math","ELL",17,"*","*"
"=""0930011""","New Haven School District","=""0931411""","Nathan Hale School","Math","Non-ELL",213,"41.3%","63.3%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELA","ELL",12,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","ELA","Non-ELL",27,"51.9%","80.6%"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Math","ELL",12,"*","*"
"=""0930011""","New Haven School District","=""0933511""","Quinnipiac Real World Math STEM School","Math","Non-ELL",27,"40.7%","71.5%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELA","ELL",24,"20.8%","52.3%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","ELA","Non-ELL",294,"29.6%","53.6%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Math","ELL",24,"16.7%","38.4%"
"=""0930011""","New Haven School District","=""0931011""","Ross/Woodward School","Math","Non-ELL",294,"22.1%","43.0%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","ELL",21,"33.3%","63.6%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","ELA","Non-ELL",51,"47.1%","70.4%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Math","ELL",22,"31.8%","70.3%"
"=""0930011""","New Haven School District","=""0932811""","Strong 21st Century Communications Magnet and SCSU Lab School","Math","Non-ELL",51,"33.3%","70.5%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELA","ELL",83,"37.3%","66.8%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","ELA","Non-ELL",130,"33.8%","60.2%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Math","ELL",87,"62.1%","82.3%"
"=""0930011""","New Haven School District","=""0932911""","Truman School","Math","Non-ELL",128,"43.8%","70.4%"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELA","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","ELA","Non-ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Math","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0934911""","West Rock Authors Academy","Math","Non-ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","ELA","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","ELA","Non-ELL","*","27.0%","54.3%"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Math","ELL","*","*","*"
"=""0930011""","New Haven School District","=""0933211""","Wexler/Grant Community School","Math","Non-ELL","*","21.7%","44.3%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","ELA","ELL",9,"*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","ELA","Non-ELL",163,"65.0%","81.2%"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Math","ELL",13,"*","*"
"=""0930011""","New Haven School District","=""0933811""","Worthington Hooker School","Math","Non-ELL",161,"60.2%","78.9%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","ELA","ELL",86,"17.4%","38.6%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","ELA","Non-ELL",423,"25.8%","42.5%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Math","ELL",96,"31.3%","46.9%"
"=""0950011""","New London School District","=""0955111""","Bennie Dover Jackson Middle School","Math","Non-ELL",424,"27.4%","47.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","ELA","ELL",62,"38.7%","73.6%"
"=""0950011""","New London School District","=""0950311""","Jennings School","ELA","Non-ELL",85,"42.4%","70.5%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Math","ELL",68,"17.6%","45.9%"
"=""0950011""","New London School District","=""0950311""","Jennings School","Math","Non-ELL",85,"15.3%","40.6%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","ELA","ELL",21,"38.1%","55.3%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","ELA","Non-ELL",151,"37.1%","63.0%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Math","ELL",21,"19.0%","50.6%"
"=""0950011""","New London School District","=""0950911""","Nathan Hale Arts Magnet School","Math","Non-ELL",151,"21.9%","45.3%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","ELA","ELL",27,"25.9%","53.4%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","ELA","Non-ELL",120,"47.5%","72.6%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Math","ELL",28,"28.6%","58.9%"
"=""0950011""","New London School District","=""0950811""","Winthrop STEM Elementary Magnet School","Math","Non-ELL",120,"45.8%","70.2%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","ELA","ELL",20,"50.0%","67.9%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","ELA","Non-ELL",568,"38.6%","62.7%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Math","ELL",21,"42.9%","69.1%"
"=""0960011""","New Milford School District","=""0960911""","Sarah Noble Intermediate School","Math","Non-ELL",565,"53.3%","78.7%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","ELA","ELL",17,"*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","ELA","Non-ELL",862,"41.2%","59.8%"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Math","ELL",17,"*","*"
"=""0960011""","New Milford School District","=""0965211""","Schaghticoke Middle School","Math","Non-ELL",835,"38.3%","55.2%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELA","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","ELA","Non-ELL","*","65.1%","87.2%"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Math","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940611""","Anna Reynolds School","Math","Non-ELL","*","55.4%","82.3%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELA","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","ELA","Non-ELL","*","46.3%","72.7%"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Math","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940211""","Elizabeth Green School","Math","Non-ELL","*","33.3%","64.1%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELA","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","ELA","Non-ELL","*","34.7%","59.6%"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Math","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940811""","John Paterson School","Math","Non-ELL","*","37.5%","68.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELA","ELL",7,"*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","ELA","Non-ELL",627,"40.4%","60.6%"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Math","ELL",8,"*","*"
"=""0940011""","Newington School District","=""0945311""","John Wallace Middle School","Math","Non-ELL",625,"39.5%","56.2%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELA","ELL","*","*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","ELA","Non-ELL","*","31.0%","50.5%"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Math","ELL",7,"*","*"
"=""0940011""","Newington School District","=""0945111""","Martin Kellogg Middle School","Math","Non-ELL",587,"35.6%","52.4%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELA","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","ELA","Non-ELL","*","31.4%","60.1%"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Math","ELL","*","*","*"
"=""0940011""","Newington School District","=""0940711""","Ruth Chaffee School","Math","Non-ELL","*","21.7%","43.5%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","ELA","Non-ELL",69,"53.6%","84.2%"
"=""0970011""","Newtown School District","=""0970111""","Hawley Elementary School","Math","Non-ELL",69,"59.4%","86.8%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","ELA","Non-ELL",71,"66.2%","82.6%"
"=""0970011""","Newtown School District","=""0970411""","Head O'Meadow Elementary School","Math","Non-ELL",71,"69.0%","95.1%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","ELA","Non-ELL",78,"37.2%","63.5%"
"=""0970011""","Newtown School District","=""0970311""","Middle Gate Elementary School","Math","Non-ELL",78,"32.1%","60.7%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","ELA","Non-ELL",766,"44.8%","59.9%"
"=""0970011""","Newtown School District","=""0975111""","Newtown Middle School","Math","Non-ELL",763,"53.2%","68.9%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELA","ELL","*","*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","ELA","Non-ELL","*","44.9%","63.8%"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Math","ELL","*","*","*"
"=""0970011""","Newtown School District","=""0970511""","Reed Intermediate School","Math","Non-ELL","*","69.6%","88.5%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","ELA","Non-ELL",66,"48.5%","72.8%"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Math","ELL","*","*","*"
"=""0970011""","Newtown School District","=""0970211""","Sandy Hook Elementary School","Math","Non-ELL","*","43.9%","72.6%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","ELA","Non-ELL",44,"45.5%","65.8%"
"=""0980011""","Norfolk School District","=""0980111""","Botelle Elementary School","Math","Non-ELL",44,"50.0%","69.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELA","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","ELA","Non-ELL","*","43.8%","63.8%"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Math","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0995111""","North Branford Intermediate School","Math","Non-ELL","*","41.9%","59.9%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELA","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","ELA","Non-ELL","*","42.6%","65.3%"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Math","ELL","*","*","*"
"=""0990011""","North Branford School District","=""0990611""","Totoket Valley Elementary School","Math","Non-ELL","*","51.7%","76.6%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELA","ELL","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","ELA","Non-ELL","*","57.8%","77.1%"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Math","ELL","*","*","*"
"=""1000011""","North Canaan School District","=""1000111""","North Canaan Elementary School","Math","Non-ELL","*","49.5%","73.6%"
"=""1010011""","North Haven School District","=""1010811""","Clintonville Elementary School","ELA","ELL","*","*","*"
