district,district_code,school,school_code,subject,total_numberof_students,total_numbertested,smarter_balancedparticipationrate,total_number_with_scored_tests,level_1not_met_level_1_not_met_count,level_1not_met_pct,level_2approaching_level_2_approaching_count,level_2approaching_pct,level_3met_level_3_met_count,level_3met_pct,level_4exceeded_level_4_exceeded_count,level_4exceeded_pct,level_3_4met_or_exceeded_level_3_4_met_or_exceeded_count,level_3_4met_or_exceeded_pct,year,drg
Bristol School District,0170011,Ellen P. Hubbell School,0171411,Math,191,191,100.0,191,49,25.7,75,39.3,51,26.7,16,8.4,67,35.1,2014-15,G
Bristol School District,0170011,Greene-Hills GOAL,0170911,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Greene-Hills GOAL,0170911,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Greene-Hills School,0170511,ELA,583,578,99.1,578,127,22.0,161,27.9,198,34.3,92,15.9,290,50.2,2014-15,G
Bristol School District,0170011,Greene-Hills School,0170511,Math,583,582,99.8,582,209,35.9,190,32.6,126,21.6,57,9.8,183,31.4,2014-15,G
Bristol School District,0170011,Ivy Drive GOAL,0172611,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Ivy Drive GOAL,0172611,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Ivy Drive School,0171911,ELA,200,197,98.5,197,31,15.7,48,24.4,47,23.9,71,36.0,118,59.9,2014-15,G
Bristol School District,0170011,Ivy Drive School,0171911,Math,200,199,99.5,199,39,19.6,51,25.6,63,31.7,46,23.1,109,54.8,2014-15,G
Bristol School District,0170011,Mountain View School,0171711,ELA,177,176,99.4,176,35,19.9,50,28.4,56,31.8,35,19.9,91,51.7,2014-15,G
Bristol School District,0170011,Mountain View School,0171711,Math,177,177,100.0,177,38,21.5,70,39.5,47,26.6,22,12.4,69,39.0,2014-15,G
Bristol School District,0170011,Northeast MS/GOAL,0172811,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Northeast MS/GOAL,0172811,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Northeast Middle School,0175211,ELA,417,407,97.6,407,60,14.7,107,26.3,186,45.7,54,13.3,240,59.0,2014-15,G
Bristol School District,0170011,Northeast Middle School,0175211,Math,417,409,98.1,409,111,27.1,151,36.9,91,22.2,56,13.7,147,35.9,2014-15,G
Bristol School District,0170011,South Side GOAL,0173111,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,South Side GOAL,0173111,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,South Side School,0171111,ELA,238,237,99.6,237,64,27.0,38,16.0,70,29.5,65,27.4,135,57.0,2014-15,G
Bristol School District,0170011,South Side School,0171111,Math,238,237,99.6,237,72,30.4,72,30.4,66,27.8,27,11.4,93,39.2,2014-15,G
Bristol School District,0170011,Stafford Autism,0173211,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Stafford Autism,0173211,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,G
Bristol School District,0170011,Stafford School,0171211,ELA,209,208,99.5,208,42,20.2,54,26.0,67,32.2,45,21.6,112,53.8,2014-15,G
Bristol School District,0170011,Stafford School,0171211,Math,209,209,100.0,209,53,25.4,72,34.4,60,28.7,24,11.5,84,40.2,2014-15,G
Bristol School District,0170011,West Bristol School,0172011,ELA,602,592,98.3,592,137,23.1,167,28.2,220,37.2,68,11.5,288,48.6,2014-15,G
Bristol School District,0170011,West Bristol School,0172011,Math,603,598,99.2,598,194,32.4,228,38.1,131,21.9,45,7.5,176,29.4,2014-15,G
Brookfield School District,0180011,Brookfield High School,0186111,ELA,216,186,86.1,181,67,37.0,40,22.1,47,26.0,27,14.9,74,40.9,2014-15,B
Brookfield School District,0180011,Brookfield High School,0186111,Math,216,202,93.5,201,68,33.8,52,25.9,57,28.4,24,11.9,81,40.3,2014-15,B
Brookfield School District,0180011,Huckleberry Hill Elementary School,0180411,ELA,404,396,98.0,396,31,7.8,69,17.4,125,31.6,171,43.2,296,74.7,2014-15,B
Brookfield School District,0180011,Huckleberry Hill Elementary School,0180411,Math,404,395,97.8,395,31,7.8,85,21.5,165,41.8,114,28.9,279,70.6,2014-15,B
Brookfield School District,0180011,Whisconier Middle School,0185311,ELA,888,855,96.3,852,64,7.5,153,18.0,368,43.2,267,31.3,635,74.5,2014-15,B
Brookfield School District,0180011,Whisconier Middle School,0185311,Math,888,858,96.6,857,131,15.3,262,30.6,236,27.5,228,26.6,464,54.1,2014-15,B
Brooklyn School District,0190011,Brooklyn Elementary School,0190111,ELA,176,174,98.9,174,18,10.3,33,19.0,50,28.7,73,42.0,123,70.7,2014-15,E
Brooklyn School District,0190011,Brooklyn Elementary School,0190111,Math,176,175,99.4,175,29,16.6,60,34.3,54,30.9,32,18.3,86,49.1,2014-15,E
Brooklyn School District,0190011,Brooklyn Middle School,0195111,ELA,365,361,98.9,361,36,10.0,86,23.8,154,42.7,85,23.5,239,66.2,2014-15,E
Brooklyn School District,0190011,Brooklyn Middle School,0195111,Math,365,361,98.9,361,117,32.4,145,40.2,66,18.3,33,9.1,99,27.4,2014-15,E
Canaan School District,0210011,Lee H. Kellogg School,0210111,ELA,53,52,98.1,52,*,*,14,26.9,22,42.3,*,*,*,*,2014-15,E
Canaan School District,0210011,Lee H. Kellogg School,0210111,Math,53,53,100.0,53,9,17.0,18,34.0,20,37.7,6,11.3,26,49.1,2014-15,E
Canterbury School District,0220011,Canterbury Elementary School,0220211,ELA,87,86,98.9,86,16,18.6,23,26.7,20,23.3,27,31.4,47,54.7,2014-15,F
Canterbury School District,0220011,Canterbury Elementary School,0220211,Math,87,86,98.9,86,15,17.4,30,34.9,31,36.0,10,11.6,41,47.7,2014-15,F
Canterbury School District,0220011,Dr. Helen Baldwin Middle School,0225111,ELA,225,223,99.1,223,36,16.1,71,31.8,93,41.7,23,10.3,116,52.0,2014-15,F
Canterbury School District,0220011,Dr. Helen Baldwin Middle School,0225111,Math,225,223,99.1,223,72,32.3,74,33.2,51,22.9,26,11.7,77,34.5,2014-15,F
Canton School District,0230011,Canton Academy,0230411,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,C
Canton School District,0230011,Canton Academy,0230411,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,C
Canton School District,0230011,Canton High School,0236111,ELA,98,98,100.0,98,*,*,*,*,38,38.8,45,45.9,83,84.7,2014-15,C
Canton School District,0230011,Canton High School,0236111,Math,98,98,100.0,98,19,19.4,29,29.6,22,22.4,28,28.6,50,51.0,2014-15,C
Canton School District,0230011,Canton Intermediate School,0230311,ELA,412,411,99.8,411,44,10.7,66,16.1,150,36.5,151,36.7,301,73.2,2014-15,C
Canton School District,0230011,Canton Intermediate School,0230311,Math,411,409,99.5,409,62,15.2,139,34.0,109,26.7,99,24.2,208,50.9,2014-15,C
Canton School District,0230011,Canton Middle School,0235111,ELA,273,271,99.3,271,25,9.2,50,18.5,112,41.3,84,31.0,196,72.3,2014-15,C
Canton School District,0230011,Canton Middle School,0235111,Math,273,268,98.2,268,40,14.9,73,27.2,81,30.2,74,27.6,155,57.8,2014-15,C
Canton School District,0230011,Cherry Brook Primary School,0230211,ELA,117,116,99.1,116,*,*,*,*,34,29.3,59,50.9,93,80.2,2014-15,C
Canton School District,0230011,Cherry Brook Primary School,0230211,Math,117,116,99.1,116,8,6.9,13,11.2,51,44.0,44,37.9,95,81.9,2014-15,C
Capitol Region Education Council,2410014,Academy of Aerospace and Engineering,2415114,ELA,375,371,98.9,370,63,17.0,94,25.4,120,32.4,93,25.1,213,57.6,2014-15,
Capitol Region Education Council,2410014,Academy of Aerospace and Engineering,2415114,Math,375,368,98.1,366,105,28.7,110,30.1,55,15.0,96,26.2,151,41.3,2014-15,
Capitol Region Education Council,2410014,Discovery Academy,2418114,ELA,43,43,100.0,43,7,16.3,6,14.0,9,20.9,21,48.8,30,69.8,2014-15,
Capitol Region Education Council,2410014,Discovery Academy,2418114,Math,43,43,100.0,43,9,20.9,8,18.6,16,37.2,10,23.3,26,60.5,2014-15,
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,ELA,13,9,*,8,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Farmington Valley Regional Diagnostic Center,2419214,Math,13,6,*,6,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,ELA,174,172,98.9,172,47,27.3,25,14.5,44,25.6,56,32.6,100,58.1,2014-15,
Capitol Region Education Council,2410014,Glastonbury/East Hartford Magnet School,2410114,Math,174,172,98.9,172,48,27.9,46,26.7,37,21.5,41,23.8,78,45.3,2014-15,
Capitol Region Education Council,2410014,Greater Hartford Academy of  the Arts High School - Full Time,2416414,ELA,104,76,73.1,76,16,21.1,19,25.0,24,31.6,17,22.4,41,53.9,2014-15,
Capitol Region Education Council,2410014,Greater Hartford Academy of  the Arts High School - Full Time,2416414,Math,104,66,63.5,66,48,72.7,11,16.7,*,*,*,*,7,10.6,2014-15,
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,ELA,313,310,99.0,310,69,22.3,86,27.7,112,36.1,43,13.9,155,50.0,2014-15,
Capitol Region Education Council,2410014,Greater Hartford Academy of the Arts Magnet Middle,2415314,Math,313,309,98.7,309,135,43.7,85,27.5,63,20.4,26,8.4,89,28.8,2014-15,
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,ELA,170,170,100.0,170,42,24.7,34,20.0,48,28.2,46,27.1,94,55.3,2014-15,
Capitol Region Education Council,2410014,International Magnet School for Global Citizenship,2410414,Math,170,169,99.4,169,54,32.0,48,28.4,32,18.9,35,20.7,67,39.6,2014-15,
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,ELA,22,13,59.1,12,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,John J. Allison Polaris Center,2419014,Math,22,12,54.5,10,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Lincoln Academy Regional Interdistrict Collaborative,2419614,ELA,8,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Lincoln Academy Regional Interdistrict Collaborative,2419614,Math,8,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Medical Professions and Teacher Preparation Academy,2416514,ELA,275,261,94.9,261,99,37.9,62,23.8,79,30.3,21,8.0,100,38.3,2014-15,
Capitol Region Education Council,2410014,Medical Professions and Teacher Preparation Academy,2416514,Math,275,263,95.6,263,116,44.1,88,33.5,39,14.8,20,7.6,59,22.4,2014-15,
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,ELA,425,392,92.2,388,100,25.8,95,24.5,129,33.2,64,16.5,193,49.7,2014-15,
Capitol Region Education Council,2410014,Metropolitan Learning Center for Global and International Studies,2416114,Math,426,403,94.6,400,178,44.5,129,32.3,68,17.0,25,6.3,93,23.3,2014-15,
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,ELA,133,132,99.2,132,30,22.7,33,25.0,39,29.5,30,22.7,69,52.3,2014-15,
Capitol Region Education Council,2410014,Montessori Magnet School,2413114,Math,133,132,99.2,132,42,31.8,48,36.4,24,18.2,18,13.6,42,31.8,2014-15,
Capitol Region Education Council,2410014,Museum Academy,2410514,ELA,123,116,94.3,116,26,22.4,33,28.4,39,33.6,18,15.5,57,49.1,2014-15,
Capitol Region Education Council,2410014,Museum Academy,2410514,Math,123,122,99.2,122,29,23.8,50,41.0,28,23.0,15,12.3,43,35.2,2014-15,
Capitol Region Education Council,2410014,Public Safety Academy,2415214,ELA,252,242,96.0,241,119,49.4,66,27.4,49,20.3,7,2.9,56,23.2,2014-15,
Capitol Region Education Council,2410014,Public Safety Academy,2415214,Math,252,236,93.7,232,153,65.9,55,23.7,*,*,*,*,24,10.3,2014-15,
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,ELA,142,142,100.0,142,44,31.0,33,23.2,35,24.6,30,21.1,65,45.8,2014-15,
Capitol Region Education Council,2410014,Reggio Magnet School of the Arts,2410314,Math,142,141,99.3,141,57,40.4,37,26.2,30,21.3,17,12.1,47,33.3,2014-15,
Capitol Region Education Council,2410014,River Street Early Learning Center (Site 2),2419514,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,River Street Early Learning Center (Site 2),2419514,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,River Street School,2419314,ELA,12,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,River Street School,2419314,Math,12,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Soundbridge @ Museum Academy,2411214,ELA,7,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Soundbridge @ Museum Academy,2411214,Math,7,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Soundbridge @ Silas Deane Middle School,2410914,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Soundbridge @ Silas Deane Middle School,2410914,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Soundbridge @ Wethersfield High School,2411014,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Soundbridge @ Wethersfield High School,2411014,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,
Capitol Region Education Council,2410014,Two Rivers Magnet High School,2416714,ELA,80,78,97.5,77,15,19.5,29,37.7,22,28.6,11,14.3,33,42.9,2014-15,
Capitol Region Education Council,2410014,Two Rivers Magnet High School,2416714,Math,80,78,97.5,78,61,78.2,11,14.1,6,7.7,0,0.0,6,7.7,2014-15,
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,ELA,651,637,97.8,634,111,17.5,163,25.7,249,39.3,111,17.5,360,56.8,2014-15,
Capitol Region Education Council,2410014,Two Rivers Magnet Middle School,2415014,Math,652,648,99.4,646,218,33.7,191,29.6,142,22.0,95,14.7,237,36.7,2014-15,
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,ELA,171,169,98.8,169,45,26.6,47,27.8,41,24.3,36,21.3,77,45.6,2014-15,
Capitol Region Education Council,2410014,University of Hartford Magnet School,2410214,Math,171,169,98.8,169,55,32.5,53,31.4,39,23.1,22,13.0,61,36.1,2014-15,
Chaplin School District,0240011,Chaplin Elementary School,0240211,ELA,75,58,77.3,58,18,31.0,9,15.5,12,20.7,19,32.8,31,53.4,2014-15,E
Chaplin School District,0240011,Chaplin Elementary School,0240211,Math,75,58,77.3,58,17,29.3,25,43.1,*,*,*,*,16,27.6,2014-15,E
Cheshire School District,0250011,Chapman School,0250111,ELA,209,205,98.1,204,15,7.4,26,12.7,68,33.3,95,46.6,163,79.9,2014-15,B
Cheshire School District,0250011,Chapman School,0250111,Math,209,206,98.6,206,23,11.2,48,23.3,67,32.5,68,33.0,135,65.5,2014-15,B
Cheshire School District,0250011,Cheshire High School,0256111,ELA,372,361,97.0,361,35,9.7,62,17.2,133,36.8,131,36.3,264,73.1,2014-15,B
Cheshire School District,0250011,Cheshire High School,0256111,Math,372,359,96.5,359,94,26.2,82,22.8,104,29.0,79,22.0,183,51.0,2014-15,B
Cheshire School District,0250011,Dodd Middle School,0255111,ELA,753,746,99.1,746,38,5.1,109,14.6,353,47.3,246,33.0,599,80.3,2014-15,B
Cheshire School District,0250011,Dodd Middle School,0255111,Math,753,746,99.1,746,111,14.9,206,27.6,216,29.0,213,28.6,429,57.5,2014-15,B
Cheshire School District,0250011,Doolittle School,0250611,ELA,376,376,100.0,376,21,5.6,56,14.9,119,31.6,180,47.9,299,79.5,2014-15,B
Cheshire School District,0250011,Doolittle School,0250611,Math,376,376,100.0,376,36,9.6,103,27.4,124,33.0,113,30.1,237,63.0,2014-15,B
Cheshire School District,0250011,Highland School,0250411,ELA,515,510,99.0,510,41,8.0,70,13.7,175,34.3,224,43.9,399,78.2,2014-15,B
Cheshire School District,0250011,Highland School,0250411,Math,515,510,99.0,510,74,14.5,140,27.5,165,32.4,131,25.7,296,58.0,2014-15,B
Cheshire School District,0250011,Humiston Alternative School,0250911,ELA,10,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15,B
Cheshire School District,0250011,Humiston Alternative School,0250911,Math,10,7,*,7,*,*,*,*,*,*,*,*,*,*,2014-15,B
Cheshire School District,0250011,Norton School,0250511,ELA,285,280,98.2,280,18,6.4,42,15.0,83,29.6,137,48.9,220,78.6,2014-15,B
Cheshire School District,0250011,Norton School,0250511,Math,285,280,98.2,280,34,12.1,73,26.1,76,27.1,97,34.6,173,61.8,2014-15,B
Chester School District,0260011,Chester Elementary School,0260111,ELA,137,137,100.0,137,8,5.8,13,9.5,49,35.8,67,48.9,116,84.7,2014-15,E
Chester School District,0260011,Chester Elementary School,0260111,Math,138,138,100.0,138,8,5.8,38,27.5,52,37.7,40,29.0,92,66.7,2014-15,E
Clinton School District,0270011,Abraham Pierson School,0270111,ELA,315,309,98.1,309,23,7.4,62,20.1,104,33.7,120,38.8,224,72.5,2014-15,D
Clinton School District,0270011,Abraham Pierson School,0270111,Math,315,312,99.0,311,32,10.3,79,25.4,114,36.7,86,27.7,200,64.3,2014-15,D
Clinton School District,0270011,Jared Eliot School,0275111,ELA,469,456,97.2,456,40,8.8,103,22.6,213,46.7,100,21.9,313,68.6,2014-15,D
Clinton School District,0270011,Jared Eliot School,0275111,Math,469,456,97.2,456,81,17.8,141,30.9,131,28.7,103,22.6,234,51.3,2014-15,D
Clinton School District,0270011,Lewin G. Joel Jr. School,0270311,ELA,139,139,100.0,139,14,10.1,30,21.6,40,28.8,55,39.6,95,68.3,2014-15,D
Clinton School District,0270011,Lewin G. Joel Jr. School,0270311,Math,139,139,100.0,139,22,15.8,36,25.9,58,41.7,23,16.5,81,58.3,2014-15,D
Clinton School District,0270011,The Morgan School,0276111,ELA,134,128,95.5,128,34,26.6,26,20.3,37,28.9,31,24.2,68,53.1,2014-15,D
Clinton School District,0270011,The Morgan School,0276111,Math,133,128,96.2,128,78,60.9,23,18.0,16,12.5,11,8.6,27,21.1,2014-15,D
Colchester School District,0280011,Bacon Academy,0286111,ELA,205,197,96.1,197,35,17.8,71,36.0,52,26.4,39,19.8,91,46.2,2014-15,D
Colchester School District,0280011,Bacon Academy,0286111,Math,205,196,95.6,196,81,41.3,55,28.1,36,18.4,24,12.2,60,30.6,2014-15,D
Colchester School District,0280011,Bacon Academy Alternative Education,0280511,ELA,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,D
Colchester School District,0280011,Bacon Academy Alternative Education,0280511,Math,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2014-15,D
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,ELA,580,577,99.5,576,72,12.5,97,16.8,179,31.1,228,39.6,407,70.7,2014-15,D
Colchester School District,0280011,Jack Jackter Intermediate School,0280211,Math,579,576,99.5,576,65,11.3,169,29.3,182,31.6,160,27.8,342,59.4,2014-15,D
Colchester School District,0280011,William J. Johnston Middle School,0285111,ELA,627,622,99.2,622,27,4.3,117,18.8,284,45.7,194,31.2,478,76.8,2014-15,D
Colchester School District,0280011,William J. Johnston Middle School,0285111,Math,627,619,98.7,618,104,16.8,199,32.2,181,29.3,134,21.7,315,51.0,2014-15,D
Colebrook School District,0290011,Colebrook Consolidated School,0290111,ELA,52,48,92.3,48,*,*,*,*,15,31.3,23,47.9,38,79.2,2014-15,E
Colebrook School District,0290011,Colebrook Consolidated School,0290111,Math,52,48,92.3,48,6,12.5,15,31.3,10,20.8,17,35.4,27,56.3,2014-15,E
Columbia School District,0300011,Horace W. Porter School,0300111,ELA,293,286,97.6,286,33,11.5,66,23.1,107,37.4,80,28.0,187,65.4,2014-15,C
Columbia School District,0300011,Horace W. Porter School,0300111,Math,293,285,97.3,284,59,20.8,89,31.3,89,31.3,47,16.5,136,47.9,2014-15,C
Common Ground High School District,2680013,Common Ground High School,2686113,ELA,32,32,100.0,32,9,28.1,8,25.0,9,28.1,6,18.8,15,46.9,2014-15,
Common Ground High School District,2680013,Common Ground High School,2686113,Math,32,32,100.0,32,14,43.8,8,25.0,*,*,*,*,10,31.3,2014-15,
Connecticut Technical High School System,9000016,A. I. Prince Technical High School,9001516,ELA,183,183,100.0,183,44,24.0,69,37.7,61,33.3,9,4.9,70,38.3,2014-15,
Connecticut Technical High School System,9000016,A. I. Prince Technical High School,9001516,Math,183,183,100.0,183,144,78.7,*,*,*,*,0,0.0,*,*,2014-15,
Connecticut Technical High School System,9000016,Bullard-Havens Technical High School,9001116,ELA,193,193,100.0,193,20,10.4,97,50.3,65,33.7,11,5.7,76,39.4,2014-15,
Connecticut Technical High School System,9000016,Bullard-Havens Technical High School,9001116,Math,193,192,99.5,192,92,47.9,75,39.1,*,*,*,*,25,13.0,2014-15,
Connecticut Technical High School System,9000016,E. C. Goodwin Technical High School,9001916,ELA,152,152,100.0,152,50,32.9,69,45.4,*,*,*,*,33,21.7,2014-15,
Connecticut Technical High School System,9000016,E. C. Goodwin Technical High School,9001916,Math,152,152,100.0,152,106,69.7,39,25.7,7,4.6,0,0.0,7,4.6,2014-15,
Connecticut Technical High School System,9000016,Eli Whitney Technical High School,9001416,ELA,114,109,95.6,109,38,34.9,47,43.1,*,*,*,*,24,22.0,2014-15,
Connecticut Technical High School System,9000016,Eli Whitney Technical High School,9001416,Math,114,110,96.5,110,96,87.3,*,*,*,*,0,0.0,*,*,2014-15,
Connecticut Technical High School System,9000016,Ella T. Grasso Southeastern Technical High School,9002716,ELA,142,141,99.3,140,28,20.0,42,30.0,58,41.4,12,8.6,70,50.0,2014-15,
Connecticut Technical High School System,9000016,Ella T. Grasso Southeastern Technical High School,9002716,Math,142,140,98.6,140,98,70.0,35,25.0,7,5.0,0,0.0,7,5.0,2014-15,
Connecticut Technical High School System,9000016,Emmett O'Brien Technical High School,9002516,ELA,144,144,100.0,144,80,55.6,43,29.9,*,*,*,*,21,14.6,2014-15,
